"publisher","score","review"
"Push Square","100","It's more than just the best entry in an outstanding series though - it epitomises the very reason many of us play video games. And that's its greatest achievement."
"Playstation: The Official Magazine (US)","100","Viewed strictly as a videogame, Uncharted 3: Drake's Deception represents the height of technical achievement--the state-of-the-art, if you will--for the interactive console experience. [Holiday 2011, p.49]"
"GamerNode","100","Uncharted 3 isn't quite as memorable as its predecessor, but that doesn't mean it isn't one of the best games to come out this year."
"DarkStation","100","With amazing graphics and groundbreaking gameplay Uncharted 3 earns its place among its predecessors and should rank highly with anyone who sits down to play it."
"Impulsegamer","100","Uncharted 3: Drake's Deception is not just a game but a true masterpiece in the gaming world which is a must have title for all owners of the PS3."
"Gaming Nexus","100","Even with some control and difficulty issues, Uncharted 3 tells a fantastic story and has graphics and gameplay to match. You can do no wrong in picking up Uncharted 3: Drake's Deception."
"Game Chronicles","100","Uncharted 3: Drake's Deception is the perfect symphony of interactive, cinematic, action-adventure; a crowning achievement in game design so amazing I want to replay the entire series from the beginning. This is the adventure of a lifetime and definitely a contender for Game of the Year."
"Game Revolution","100","One of the most technically impressive adventures you can find, matched with a detailed and unique multiplayer, all while making it easy for a newcomer to pick up and enjoy. Drake's Deception is why most gamers play video games-experiences that keep us awed and engaged, and extra content to keep us coming back for more."
"Digital Spy","100","Despite this minor gripes, Uncharted 3: Drake's Deception is a masterpiece and a strong contender for game of the year. Like its predecessors, it pushes the boundaries of what's cinematically possible in the medium of video games, and is a thrill ride from start to finish."
"Guardian","100","Uncharted 3, perhaps for the first time, represents what we all hoped games would eventually evolve into. Its production values are sky-high, and it puts you at the centre of a gloriously rich and irresistible world, controlling a character who is heroic, but also convincingly human. It's also mildly didactic, and feels less dumbed-down than any mainstream movie we've come across in years."
"Destructoid","100","Uncharted 3 jumps from one extraordinary set piece to the next, pushing the way a videogame narrative can be presented. Equal parts exhilarating and emotional, I can't say I have ever played a more perfectly paced game."
"PSX Extreme","100","All that can be remains to be said about Uncharted 3: Drake's Deception is that it both defies and defines everything a videogame is and should be. In that order."
"Games.cz","100","The visuals are breathtaking, the story is fascinating and the gameplay is never-ending. Uncharted 3 is like a fast-paced locomotive that cannot be stopped. The expectations were high, but Naughty Dog met them and even added an action-oriented frantic multiplayer. This third title clearly honours its parents, but as a child it does tricks with its pulsing vigour."
"Eurogamer Italy","100","An absolute masterpiece that deserves attention from any gamer out there. If you own a PS3 you can't miss it and if you don't... well, you should consider buying one just for Naughty Dog's latest product."
"Gamereactor Sweden","100","Uncharted 3 will make you laugh, stare and just watch the TV in shock and awe. There is no doubt about it, Uncharted 3: Drake's Deception is the best game of 2011 so far."
"Playstation Official Magazine UK","100","For the second time in succession, Naughty Dog has created a game that can claim to not only be the best on PS3, but also one of the best in gaming history...A visual, technical and narrative tour de force that takes the sky-high expectations of an entire community and blows them out the back of a jumbo jet, replacing them with more show-stopping moments than you could hope to find in a dozen other games combined. [Dec 2011]"
"TheSixthAxis","100","There's no question here: this isn't just the best Uncharted game Naughty Dog have made, it's probably the best PlayStation 3 game anyone has made – and I'm not sure what other praise I can offer."
