Year,Game,Review
2015,Bloodborne,Bloodborne takes the best of Dark Souls and builds the unrelenting gaming challenge on a prefect foundation - it will test your abilities to the max. The first true must-have exclusive for PS4 is here. [Issue#252]
2015,Bloodborne,"Brutal, Repulsive, Revolting and Irresistible. Could be an acrostic like BRRI but it ain¡¦t. It¡¦s Bloodborne."
2015,Bloodborne,"A dazzling work of dank, abject horror that cements Miyazaki as one of the all-time greats. Sixteen months after PS4's launch, the new generation has finally begun. [May 2015, p.112]"
2015,Bloodborne,"Whereas Dark Souls 2 felt to me as if it was laboring under the weight of its forebears, Bloodborne feels like the swaggering culmination of them. From Software has, in the best possible way, brought the evil back."
2015,Bloodborne,"Bloodborne is intricate, deep, rewarding and terrifying all at the same time."
2015,Bloodborne,"There¡¦ll be times when you feel genuinely lost, frustrated and unsure of your next step. But you will carry on, you will beat it, and when you do, there¡¦s no other game that can make you feel more elated about doing so."
2015,Bloodborne,The sum of its features produces a complex yet accessible gameplay experience that is amazing pretty much in every aspect.
2015,Bloodborne,"Combat aside, Bloodborne is a visionary work by a visionary artist. Intense in both theme and application, it's a gory concession to the tastes of the modern mainstream player, while maintaining the spirit and uncompromising narrative that was the hallmark of the Souls games at their finest. But this is far more consistent in that application than those games, making it From Software's finest work to date."
2015,Bloodborne,"It¡¦s the perfect marriage, blending mechanics that seem easy to learn with gameplay and challenge that demands mastery and ingenuity. It¡¦s a creative and technical masterpiece, rife with ability and potency."
2015,Bloodborne,"Its elegance, precision, humour, and challenge make Bloodborne irresistible. Ultimately, the horror is secondary; wonder is the true transfusion on offer here."
2015,Bloodborne,"Bloodborne is one of those experiences that totally consumes you when you're involved in it and working to see all that it has to offer. In that sense it's the digital edition of a round-the-world trip to foreign continents, each turning of a corner providing equal helpings of excitement and trepidation. That recipe brings it own rewards by simply being a part of it, the seemingly effortless delivery indicative of a design team and philosophy that is only getting sharper."
2015,Bloodborne,"Bloodborne is an immensely intricate and tightly-designed game that arguably surpasses what From have produced before, thanks to a handful of new ideas and tweaked mechanics. A system that promotes repetition to refill your consumables, and a difficulty that encourages level grinding in the opening few areas and at various intervals throughout feel like minor missteps, but they¡¦re tiny ones at that. Despite a few minor performance issues, Bloodborne is an epic, compelling, heart-pounding triumph."
2015,Bloodborne,"I want to keep playing, I want to discover its secrets, I want to fight every monster, try every weapon, discuss theories and explore as many of the community dungeons as possible. To put it bluntly, I want to bleed the game dry."
2015,Bloodborne,"It is true that some players may feel that making any progress is far too difficult, I felt the same way when I began playing, but trust me this is not a game you want to skip. Don't be scared to try it, Bloodborne is a wonderful addition to the PS4 library and I cannot recommend it enough."
2015,Bloodborne,"Bloodborne is something truly special ¡V a barbaric horror RPG that will giveth and taketh away in perfect measure, wrapped up in a perverse world that will refuse to let you go."
2015,Bloodborne,"Bloodborne succeeds through sparse storytelling, lush atmospheres (conjuring up notions of the best of Lovecraft¡¦s work), and tight combat that forces you to be aggressive. While this new IP doesn¡¦t stray far from the established Souls franchise, it is a magical, wondrous work that admirably instills both terror and triumph in those brave enough to delve into it."
2015,Bloodborne,"Between the expansive story, PvP, Chalice Dungeons, the significantly harder new game plus mode, and the countless number of secrets, Bloodborne seems almost limitless. Yet breadth wouldn¡¦t matter if the game wasn¡¦t so captivating. Several moments had us in awe, making us feel things we haven¡¦t felt since the original Dark Souls. Whatever it takes, find a way to join the ranks of the hunters."
2015,Bloodborne,A new masterpiece on PlayStation 4.
2015,Bloodborne,"If you take the time to really get lost in the game, you¡¦ll feel the pride and love that From Software has poured into it - and maybe at the end of it all, you¡¦ll end up loving it too"
2015,Bloodborne,"Sometimes things will be tough; you may even swear you're done getting stomped by a cruel and uncaring game, yet you'll inevitably find yourself picking up that controller again, steeling your resolve, swearing to push through the pain to snatch that next triumphant moment of victory from the slobbering jaws of the dark beast we call Bloodborne."
2015,Bloodborne,"From Software did it again - they have created a demanding, satisfying and superbly designed game. Some ideas are well known but the whole package feels original and unique. There are some minor issues here and there and still they don't bother the player. Bloodborne's world pulls you in with blood, new technology and a great artistic vision. A truly excellent game."
2015,Bloodborne,"From Software reinvents the gameplay we love from Dark Souls with Bloodborne, and delivers the best game on the PlayStation 4 yet. Except for the loading times there is no reason not to give this amazing game a try."
2015,Bloodborne,"Bloodborne allows us to experience the gravity of a world in decay, without losing the goofiness of ragdoll physics and pulling a whole arsenal out of our pockets. Just the impeccable gameplay and the excellent art direction makes this game one of the best in this decade."
2015,Bloodborne,"PS4 gets a must-have with Bloodbore. Not technically brilliant, nor seamless when it comes to frame rate. However, there isn't another game as astonishing in its artistic work, as well as making us feel things like fear, being powerful, getting frustrated, aware of dangers and, finally, achieving the ultimate satisfaction. Bloodborne means all that... and much more."
2015,Bloodborne,"FromSoftware has a unique style when creating incredibly well-designed worlds. The new offensive combat system gives a fresh start to the series, and while it is more direct in its conception, it doesn¡¦t lose an ounce of depth."
2015,Bloodborne,"Bloodborne is easily an early contender for game of the year, and it's the best PS4 exclusive to date."
2015,Bloodborne,"Do you miss From Software? If your answer is ""yes"", they come back with a classic. A perfect gameplay experience, gothic/crazy art design and satisfying difficulty level... Miyazaki did it again."
2015,Bloodborne,"Bloodborne takes what made Souls amazing in the past, and infuses it with speed, risk-reward play, and a haunting atmosphere. Only a few technical hiccups hold back a masterpiece from Miyazaki and From Software. This is a must-play game for any PS4 owner with a masochistic side."
