Year,Game,Review
2009,Uncharted 2,"I rarely get time away from the Internet but one game that has caught my attention is Uncharted 2. I get a lot of access to review promotional freebies such as movies, games and music, so full disclosure that this was not paid for. However, that said, its not often I'll go the extra mile and beyond mandatory review sheets and I'll blog about it. Without a doubt and no word of a lie, THEI rarely get time away from the Internet but one game that has caught my attention is Uncharted 2. I get a lot of access to review promotional freebies such as movies, games and music, so full disclosure that this was not paid for. However, that said, its not often I'll go the extra mile and beyond mandatory review sheets and I'll blog about it. Without a doubt and no word of a lie, THE finest cut scenes, and opening sequence I think I have ever played on a game. Period. There have been serious long nights and major effort put in here to make this slick, enjoyable and play really well. The talented team at naughty dog have pulled out a lot of stops for this and it shows off the PS3 beautifully.Playing like a far superior Tomb Raider, the quality just jumps out across the script, playability and this has seriously been play tested well and money spent. Not quiet sure about the Twitter feature inbuilt where you can tweet your progress and updates but then others who aren't so info overloaded as I am may enjoy this. The opening sequence (see it on YouTube) doesn't do it justice unless in high definition on a PS3 but should hopefully give an idea of what's in store if you buy this. Highly, highly recommended.\"
2009,Uncharted 2,"One of the best single player campaigns I ever played.  The story is awesome, pacing is great, graphics top notch.  The mp is fun but needs some work."
2009,Uncharted 2,"There is one word that describes this game. Amazing.  I was glued to the storyline until the very end, in which I actually wanted more.  The characters are absolutely fantastic, and so are the voice actors!  The graphics are phenomenal for a console.  The gameplay was also great, but not innovative.  For this game however, the gameplay fit perfectly, and so did the 3rd person view of theThere is one word that describes this game. Amazing.  I was glued to the storyline until the very end, in which I actually wanted more.  The characters are absolutely fantastic, and so are the voice actors!  The graphics are phenomenal for a console.  The gameplay was also great, but not innovative.  For this game however, the gameplay fit perfectly, and so did the 3rd person view of the character.  For those that want a great game, buy this, it's worth it.\"
2009,Uncharted 2,"Can't believe all these 360 fanboys giving this game 0 out of ten, its a perfect ten from me and the best game of this gen so far, everything about this game is first class, graphics, gameplay, story and sound, they even added a fun multiplayer, while not as addictive as call of duty, its a good first attempt.Bottom line, if you own a PS3, get this game, Naughty Dog have a huge taskCan't believe all these 360 fanboys giving this game 0 out of ten, its a perfect ten from me and the best game of this gen so far, everything about this game is first class, graphics, gameplay, story and sound, they even added a fun multiplayer, while not as addictive as call of duty, its a good first attempt.Bottom line, if you own a PS3, get this game, Naughty Dog have a huge task beating this with the sequel but if anyone can do it its Naughty Dog 10/10\"
2009,Uncharted 2,"the story is much more interesting then the first, the gameplay remains the same, the Enemy Ai is much more smarter,  and it has online play which i rarely use"
2009,Uncharted 2,"This game is totally awesome!!!! Graphics, Story, Cut scenes and Game play are off the rockers.... I couldn't wait more for the third edition of the legendary drake's series. Seriously, buy ps3 just to play this mind blowing game..."
2009,Uncharted 2,"This game is disappointing. The puzzles are easy, the platform is terrible and the shooter is meh. To me Uncharted 2 is more of a cinematic quality show-off than a game with good gameplay."
2009,Uncharted 2,"If you own a PS3 and havn't played this by now, if you've still got any doubts of this games quality then allow me put them to rest. Firstly, any negative reviews you may have read are clearly written by people with some sort of agenda or by people who know nothing about decent games. Secondly, you can get it pretty cheap now. Yeah it's linear and it doesn't have any genuine innovation butIf you own a PS3 and havn't played this by now, if you've still got any doubts of this games quality then allow me put them to rest. Firstly, any negative reviews you may have read are clearly written by people with some sort of agenda or by people who know nothing about decent games. Secondly, you can get it pretty cheap now. Yeah it's linear and it doesn't have any genuine innovation but the gameplay's so polished and the action so breathtaking that you won't notice or care. Stunning set piece follows thrilling shootout and the quality just doesn't let up throughout the entire game. The graphics, the cut scenes, script and voice acting are also of the very highest quality and the whole experience is like being in a great action movie while still feeling like a game. Many people have called Uncharted 2 the best game of this generation; I feel it falls just short of that accolade but i will call it the greatest pure action game i've ever played and (I'll say it again) -  must buy!\"
2009,Uncharted 2,"At this point you should know whether or not Uncharted 2 is a good game or not. I just thought that as a near two year late review, you should rest easy and get off the fence, buy this game. The Tech is great for what it's going for, the story, characters, design, voice acting among other things are on spot on. I'm replaying both Uncharted games gearing up for Uncharted 3. All negativeAt this point you should know whether or not Uncharted 2 is a good game or not. I just thought that as a near two year late review, you should rest easy and get off the fence, buy this game. The Tech is great for what it's going for, the story, characters, design, voice acting among other things are on spot on. I'm replaying both Uncharted games gearing up for Uncharted 3. All negative reviews can be written off as bias, even if they are not.\"
2009,Uncharted 2,"Basically, I only have one thing to say about this game and its prequel... Best movie I've seen in a lone time. Both feel like you are watching an action movie, while at the same time allow you to play a game. Even the online multiplayer is an action-packed blockbuster. If you have any doubts about this game, cast them aside, you won't need them where you're going."
2009,Uncharted 2,"Easily the best ps3 game out. The essence of the game is so fantastic. Best graphics, Great storyline, and Online is amazing. I fell in love with this game the second i turned it on. Everything that was wrong in Uncharted: Drake's Fortune was corrected in Uncharted 2: Among Thieves. The Co-op mode is great. The story is not too hard except for your first time around. I beat it on CrushingEasily the best ps3 game out. The essence of the game is so fantastic. Best graphics, Great storyline, and Online is amazing. I fell in love with this game the second i turned it on. Everything that was wrong in Uncharted: Drake's Fortune was corrected in Uncharted 2: Among Thieves. The Co-op mode is great. The story is not too hard except for your first time around. I beat it on Crushing in 10 hours 47 minutes which was a great accomplishment. Your weapon choice a kinda big variety from rpg-7 to m4 to mk-ndi and so on. It gives a challenge because some people are harder to kill than others like the gau gunners and Shambahla guardians. The character choice for online is wide whether your a heroe or villian. So stop reading this, find $30 and go buy Uncharted 2.\"
2009,Uncharted 2,"This game is simply AMAZING. I've had it for more than a year, and I'ts still my favourite game ever and I'm still playing it. First, the controls are near flawless, the only problem is when you want to roll but end up going into cover or vice versa, but that's a really small problem. I've read some reviews where some people say it's bad, and I think it's because they suck at playing orThis game is simply AMAZING. I've had it for more than a year, and I'ts still my favourite game ever and I'm still playing it. First, the controls are near flawless, the only problem is when you want to roll but end up going into cover or vice versa, but that's a really small problem. I've read some reviews where some people say it's bad, and I think it's because they suck at playing or they're just saying that because they're 360 fanboys. The Graphics, Story, and everything about it are excellent. This game deserves all of the awards and hype, and it's WAY better and more original than COD and most other games. This game was so good, that I kept playing it to get the platinum trophy, and I've never done that to any other game before. I finished it 3 times and loved every second of it. Now I'm done with the Single Player. Now onto the Multiplayer. Sure, it has some problems, actually lots of problems, but the core gameplay is really fun and unique. These problems will probably be fixed in the next game, and I will definitely be getting that. I HIGHLY recommend you get this game, as it's the best game I've ever played(and I've played a lot).\"
