Year,Game,Review
2008,GTA 4,"Wow. I really loved this game. It in every way blew me away. A captivating, epic, and deep storyline keeps you into it the entire way through. Me trying to find at least one thing to complain about. Nothing. This game really deserves GOTY. And I really have to say Niko Bellic is the only character in the GTA series that you can truly connect with. Understanding his difficult life andWow. I really loved this game. It in every way blew me away. A captivating, epic, and deep storyline keeps you into it the entire way through. Me trying to find at least one thing to complain about. Nothing. This game really deserves GOTY. And I really have to say Niko Bellic is the only character in the GTA series that you can truly connect with. Understanding his difficult life and mis-adventures you can really feel his emotions. And for a free-roaming game they really knocked me out. The free roaming really is amazing. Its awesome how they can have such a nice, luminous city and still have amazing and almost flawless graphics. As for the multi-player, I didn't really play it that much but i love the fact that you can roam around Liberty City causing as much mayhem as you want. The ranked matches are good too, with death-match (etc...) it was pretty cool to see that in a GTA game. Surely I can truly say that you have not experienced free-roam/sandbox games until you have played GTA IV.\"
2008,GTA 4,"In some ways. Perhaps the worst game ever made-GTA IV was going to be this generations game that made the HD era worthwhile- it was hyped so much- given 10/10s and considered the best game ever made.... but what went wrong?the game has no soul. rockstar had a chance to make something meaningfull and challenge gaming itself- but its shareholders knew a san andreas 2.0 would sell 10In some ways. Perhaps the worst game ever made-GTA IV was going to be this generations game that made the HD era worthwhile- it was hyped so much- given 10/10s and considered the best game ever made.... but what went wrong?the game has no soul. rockstar had a chance to make something meaningfull and challenge gaming itself- but its shareholders knew a san andreas 2.0 would sell 10 million copies- so they made san andreas 2.0 with better shooting and less content. disappointment is an understatement.apparently there were 70000 lines of dialogue recorded for the peds- you wont care- the peds are bots- no purpose but to get shot- and that should be fine EXCEPT ELDER SCROLLS OBLIVION HAD RADIANT AI 10 YEARS AGO- ULTIMA 7 HAD AI 20 YEARS AGO- gta IV is a dinosaur.nikos story is lovely- but thats the problem- take away his story and you have an empty shell of a city- there are lovely graphics- but do the buildings have any purpose? no- they are cosmetic.... the whole world is an empty shell of nothingness coated in a HD sheen- its so disappointing when you realise after 2 hours you have seen everything this game can ever offer.gta 5 will be more of the same- there wont be pedestrian AI- other than ""hey shoot me""- there wont be any meaningful choices and consequences- the side missions will be tacked on fetch quests that would shame an MMO- it will sell millions but the fans who were tthere from gta 1- who remembered how smart GTA 2's factions system was will not be there- wont be fooled again.\"
2008,GTA 4,"Something is REALLY fishy with all the extremely positive reviews of this game.I have played all the previous games of the series and i have to say this is the most boring and overrated game of the series. I've played all the previous games and i thought they were pretty good games. After 2 hours of playing i was already bored. I tried to give this game a chance and played for another 10Something is REALLY fishy with all the extremely positive reviews of this game.I have played all the previous games of the series and i have to say this is the most boring and overrated game of the series. I've played all the previous games and i thought they were pretty good games. After 2 hours of playing i was already bored. I tried to give this game a chance and played for another 10 hours. Then i couldn't take it anymore. The story is not interesting, the characters are not interesting and many of the previous games gameplay elements have been removed. Even if all the above are just my opinion this game definitely does not deserve 10/10 so many reviewers gave it.\"
2008,GTA 4,Most overrated game of all time! this game sucks so bad. I only paid 20 bucks for it and I feel like I have been ripped off. San Andreas is way better this game is so bad it shouldn't be allowed to have the GTA name.  I would recommend Saints row 3 if you like the past GTA's. Rockstar should be ashamed.
2008,GTA 4,"GTA IV is a game that I love to call ""a masterpiece"". My journey with Niko Bellic is one of the most memorable experiences I've ever been at in my life. Exploring Liberty City (one of the most impressive, realistic, visually stunning worlds I've ever explored) for almost 6 months has been so awesome, that I want to play it again, experience it again, and LIVE it again. Despite on all theGTA IV is a game that I love to call ""a masterpiece"". My journey with Niko Bellic is one of the most memorable experiences I've ever been at in my life. Exploring Liberty City (one of the most impressive, realistic, visually stunning worlds I've ever explored) for almost 6 months has been so awesome, that I want to play it again, experience it again, and LIVE it again. Despite on all the controversy that surrounds it, its elements (stunning action pieces, well-structured storyline, relationships with friends, shocking plot twists/turns, cast of characters, and many activities to do) are flawless and it couldn't stop getting any better. This is, unexpectedly, one of my favorite games ever, and in every bit of respect I love to give it, it would be enormous for everyone to see. After I finished over 100 hours of campaign mode, I come to feel for Niko, who is flawed and desperate to ""climb out the hole he trip in""  (a underworld full of psychopaths, thieves, loan sharks, crooked people, and gang-bangers). Rockstar has told one of the greatest stories ever told in gaming. It deserves to be the greatest game of the current generation of gaming, but also hold a shadow, along with GTA V, over the next generation, making it look bad. I love to recommend this game to ALL of you to experience. The multiplayer does help with its success, but most of it comes from its single-player mode, which is one of the most memorable experiences I've also ever played, as well. So, I'm gonna make this short: If any of you want to ""understand"" on what I am saying, now is the chance to PLAY this game, NOW.\"
2008,GTA 4,"It wasn't till the release of GTAV that I stopped playing GTAIV, literally the day before I was driving down the sidewalk of times square and throwing bodies everywhere with the hood of my car or punching a bum then hiding behind a business man so the bum hits him by mistake and then watch the following fight. This is a game I kept finding myself returning to because it is darkly fun whichIt wasn't till the release of GTAV that I stopped playing GTAIV, literally the day before I was driving down the sidewalk of times square and throwing bodies everywhere with the hood of my car or punching a bum then hiding behind a business man so the bum hits him by mistake and then watch the following fight. This is a game I kept finding myself returning to because it is darkly fun which is the tone of the whole series compared to San Andreas, the fun is darker, the art style is darker and so is the story. Niko Bellic is a top notch character and all the people you meet in Liberty City are also colourful and there is plenty of content to keep you busy for years and this is one of the few games where the DLC is actually meaty and worthwhile. This is not a perfect game, I nearly stopped playing it until I discovered the swing that throws you across the map, a lot of people complain that the driving is hard but I found it fun once you got used to it, my problem on the driving front was that New York does not have the best roads for fun cars. What makes GTAIV miss out on game of the year is the companion missions where you have to take one of the characters for a game of darts or something gay like that. Overall this game is jam packed with quality, I recommend thrashing this game till you have seen everything, especially the funny cartoons that can be found on the TV, the map isn't the best that Rockstar has produced but it is so full of content that a 10 is the only score I can give it.\"
2008,GTA 4,"An epic gangster fable on a grandiose scale, Grand Theft Auto IV is undoubtedly one of the greatest games ever played, mixing tough-as-nails characters, a fully-realised story (in the vein of The Godfather) and a fantastic free-roaming ability. This here, is an odyssey and a gratifying adventure. This is an experience!,"
2008,GTA 4,"GTA IV did some things right. It looked great during its time for a sandbox title and the story was decent if not pretty good. But the gameplay was not. Niko controls like a tank, the cars control like overweight elephants, and the mission variety is pathetic. Add to that the general over-fabricated nature of the city, in ways more so than in earlier games or series like the Elder ScrollsGTA IV did some things right. It looked great during its time for a sandbox title and the story was decent if not pretty good. But the gameplay was not. Niko controls like a tank, the cars control like overweight elephants, and the mission variety is pathetic. Add to that the general over-fabricated nature of the city, in ways more so than in earlier games or series like the Elder Scrolls and you get to me, a game that does not live up to the hype in any way or even close. An average game with a great name.\"
2008,GTA 4,This game is way overrated and should not be the number 1 game. It has good graphics and gameplay but after a little while gets extremely boring. now that its 15 bucks its a good investment but boring.
2008,GTA 4,"GTA IV wasn't as good as people were making it out to be. The game lost it's sense of fun and humor for the sake of realism and it ended up being boring. The cars drove like a ton of bricks, the graphics while good made areas of the game way too dark, even with the brightness turned right up.The multiplayer while fun at first became very boring after a few weeks.I play games for funGTA IV wasn't as good as people were making it out to be. The game lost it's sense of fun and humor for the sake of realism and it ended up being boring. The cars drove like a ton of bricks, the graphics while good made areas of the game way too dark, even with the brightness turned right up.The multiplayer while fun at first became very boring after a few weeks.I play games for fun and GTA IV is not fun. I recommend playing Saints Row 2 & 3 instead.\"
