Year,Game,Review
2010,Red Dead Redemption,"Beautiful, stylish and engrossing.  If you ever had the yearning to be a cowboy in the old west then Rockstar have got all the bases covered.  From duels in the streets to poker in a bar in Mexico to watching the sun set ove rthe mountains there is every activity you could ever want to enjoy in the game.  Story wise the tale of John Marston is engrossing and you feel deeply connected toBeautiful, stylish and engrossing.  If you ever had the yearning to be a cowboy in the old west then Rockstar have got all the bases covered.  From duels in the streets to poker in a bar in Mexico to watching the sun set ove rthe mountains there is every activity you could ever want to enjoy in the game.  Story wise the tale of John Marston is engrossing and you feel deeply connected to the character throughout the game.  This is one of Rockstar's best moments and one which has gameplay for many months to come.\"
2010,Red Dead Redemption,"Much, much better than GTA 4.  Before anybody bashes me with this phrase, hear me out - it is simply a better game, it has that class and charm that I feel was lost after the GTA games on PS2.  The graphics are very clean, the landscapes are fantastic (particularly at sunrise/sunset), a part of you feels like you're back in a classic Spaghetti Western when you play this, it's veryMuch, much better than GTA 4.  Before anybody bashes me with this phrase, hear me out - it is simply a better game, it has that class and charm that I feel was lost after the GTA games on PS2.  The graphics are very clean, the landscapes are fantastic (particularly at sunrise/sunset), a part of you feels like you're back in a classic Spaghetti Western when you play this, it's very authentic looking.  The controls don't have a steep learning curve, the music is well done, even though I think this was the game's main weakness (I would have brought in Ennio Morricone for it), the characters are full of life (and if you have friends similar to Irish, it makes it all the more amusing), the side missions are mixed in difficulty and can happen anytime you're out on your horse or for a walk.  Pure and simply, if you're interested in American History, Movies about the wild west, Graphic Novels about the wild west, dressing up like a Cowboy to a rodeo show, playing the hero or the antagonist, travelling around the south western USA and mexico, and have a 360 or PS3 available - this is a game that deserves a good look!\"
2010,Red Dead Redemption,"Red Dead Redemption is a solid Wild West Themed Sandbox game. The games structure is very similar to Rockstars other Sandbox game series, the Grand Theft Auto series in which RDR places John Marston (the person you play as) into a huge Wild West Sandbox environment and complete missions, earn cash and shoot your foes. The landscape and views look authentic and has a certain naturalnessRed Dead Redemption is a solid Wild West Themed Sandbox game. The games structure is very similar to Rockstars other Sandbox game series, the Grand Theft Auto series in which RDR places John Marston (the person you play as) into a huge Wild West Sandbox environment and complete missions, earn cash and shoot your foes. The landscape and views look authentic and has a certain naturalness feel to it with loads of plants and live animals. The story is good, deep, fascinating and provides a good, meaty single player experience. The game (for the most part) plays like a first person shooter. Many missions see you fighting against the bad guys in engaging fire fights and RDR has a neat cover system along with a great slow-mo precision targeting system feature known as Dead-Eye which allows you to slow down time and target multiple targets then unleash hell on them with fire power. The gunplay and the game play itself is polished and uncomplicated to play due to clear instructions on where to go and an auto targeting system which allows you to quickly dispatch a group of outlaws. There are some decent variety in the missions that you'll undertake like escorting someone to safety by defending them against outlaws, tame horses, herd cattle from one place to another and more. There is a hint of RPG style game play in this game. I like the fact that you can earn money by scavenging for materials from plants or organs from dead animals and sell them to someone. The single player campaign is defiantly action heavy and bloody. The weapons at your disposal are plentiful and fun to use with bolt action rifles, pistols and a really cool lasso which can be used to take down criminals or targets without killing them. The most ideal mode of transport across the vast environment is the horse. Horse controls maybe a little bit fiddly at first but you'll get use to them. However, galloping sections where you are just riding with a NPC and discussing about various topics can get repetitious at times and I hate the fact that you have to hold down the X button to keep galloping at a consistent speed or else you'll slow down. What I like about this game is how Rockstar San Diego has captured the perception of the Wild West beautifully with the landscape, music, building design, sound design, and the character models and how they move and talk. Speaking of the sound design, the characters in this game are well voiced and the gun noises sound wonderful. What is always a strong point in Rockstar's sandbox games such as their Grand Theft Auto games is that there is an abundance of stuff to do. This game is no exception. There's loads to do even after completing the expansive single player campaign such as side jobs like being a Night Watchmen or helping civilians, scavenge for plant material and play mini games such as Horseshoes and Poker which are fun if a little annoying (especially Horse Shoes, can't say the same thing about Poker: I don't know how to play it!). The physics look convincing and realistic like falling off a cliff or dragging someone behind you (attached to the lasso) and watching them tumble and twirl while you gallop along with your horse. The game does get a little bit slow at the end and I don't like hunting helpless, innocent animals and skinning them but I guess it's just a game. When you skin animals, blood splatters across the screen which is an unnecessarily effect considering the perspective that you play the game. It would be acceptable in a first person shooter where you look through the eyes of your character but not in a third person shooter. RDR is accessible to anyone due to a generous checkpoint system and clear instructions on what to do but in turn it does make the game a little too easy. As a whole, RDR is a great Third Person Shooter with RPG elements that do not overcomplicate things. This Wild West game deserves to be in any action gamer's collection.\"
2010,Red Dead Redemption,"The game takes you to the beginning of the 20th century in the far west. It really takes you there. From the weather, the light, the plants, the animals, the people, the architecture, etc. You are there. The story has been worked at that same level of detail too, including many historical figures and events.The music is also amazing and really sets the tone.I haven't played the previousThe game takes you to the beginning of the 20th century in the far west. It really takes you there. From the weather, the light, the plants, the animals, the people, the architecture, etc. You are there. The story has been worked at that same level of detail too, including many historical figures and events.The music is also amazing and really sets the tone.I haven't played the previous statements, but to me the gameplay is really good. The controls feel natural but at some points the game lacks some drama and becomes a bit repetitive.The graphics are quite good, but on the exception of the landscapes which are amazing, they are inferior to Uncharted 2 or Metal Gear guns of the patriots.The only thing that I really hated about this game was the ALIASING. It seems the game is not rendered at 720p or 1080p, but at some other inferior resolution which makes a constant annoying ALIASING...Although it has it's flaws, RDR is an amazing game.\"
2010,Red Dead Redemption,"Open-World Western? Check. Arsenal of weapons at the users disposal? Check. Expansive, detailed, massive world? Check. Rockstar once again essentially raises the bar for the open-world genre. With enough missions and side quests to keep you busy for hours-upon-hours, a world where every inch begs to be explored, and a cast of memorable characters who follow an engaging, adrenaline-fueledOpen-World Western? Check. Arsenal of weapons at the users disposal? Check. Expansive, detailed, massive world? Check. Rockstar once again essentially raises the bar for the open-world genre. With enough missions and side quests to keep you busy for hours-upon-hours, a world where every inch begs to be explored, and a cast of memorable characters who follow an engaging, adrenaline-fueled plot, this game is simply put, phenomenal. Red Dead Redemption is a shining example of how to make a western game, and one no fan of the genre should miss. If your not convinced to buy the game yet, apparently you have yet to drag a helpless civilian by the feet behind your horse as you ride off into the sunset.\"
2010,Red Dead Redemption,"Red Dead Redemption is one of the games in the PS3 console we will always remember.The game looks so real and the graphics in this game is beautiful.The world in this game huge and it is fun adventuring the whole world of red dead redemption.The horses in this game looks awesome and I love riding the horses in this game.It is fun!You can also go to bars and drink beer.After you drink soRed Dead Redemption is one of the games in the PS3 console we will always remember.The game looks so real and the graphics in this game is beautiful.The world in this game huge and it is fun adventuring the whole world of red dead redemption.The horses in this game looks awesome and I love riding the horses in this game.It is fun!You can also go to bars and drink beer.After you drink so many beers your character will go drunk which is funny.The guns in this game is also cool and my favorite gun is the Mauser Pistol""The Mauser Pistol is a gun from Germany"".There are just not one country here but there are two in this game.You can adventure America And Mexico.I'll give the graphics in this game a score of 3/3 and the world of Red Dead Redemption a score of 2/2.The game play in this game is fun.There is this new bullet time""Like Max Payne""which is called the Dead Eye.The dead eye allows you to not get any damage while Dead Eye is active.The Dead Eye also allows you to put an x marks on the enemy and when you shot with your gun the bullets are fired on where you put x marks on the enemy.The Dead Eye is so cool.It is fun playing in an open world game especially when you are in the Wild West.The game play is fun and I love It!The game play gets a score of 2/2.The most important thing in this game is the story.The story of John Marston begins when the law captured John's family and the law told him to kill the criminals whom they are John's formal gang mates and friends.The friends he had before are notorious criminals.Now John is forced to pick up his guns and kill who the law are asking him to kill.The story of Red Dead Redemption is interesting and the ending in this game is so touching that it really made me cry in a good way.I love this game Red Dead Redemption is a legendary game for the PS3.Thank you Rockstar for making this game.This game is incredible.We all love this game.I'm giving the story of this game a score of 3/3.Combine all the scores for this game and It gets a 10/10!This game is legendary and I recommend you people to buy this game now and try playing it.I promise you people you will love this game.Rockstar please make a sequel for Red Dead Redemption.I love this game.I love Red Dead Redemption.\"
2010,Red Dead Redemption,"This game is a sigh that even games like GTA IV are now a thing of the past. Rockstar delivered a masterpiece that is worthy of GOTY for 2010. Plus, one of the best endings in recent gaming history!"
2010,Red Dead Redemption,"rockstar takes the GTA formula and adds it to a western game and i feel they have improved it. i wasnt to impressed with GTA4 but this game did . it deffinitly captures that western feel with some nice graphics , solid voice acting , a ok story that can be intresting some times and dull other times. its a fun sand box game and im glad to see they fixed the whole police chasing stuff downrockstar takes the GTA formula and adds it to a western game and i feel they have improved it. i wasnt to impressed with GTA4 but this game did . it deffinitly captures that western feel with some nice graphics , solid voice acting , a ok story that can be intresting some times and dull other times. its a fun sand box game and im glad to see they fixed the whole police chasing stuff down to where they all arnt crazy maniacs chasing you down relentlessly non stop like in the GTA games . the game took me about 30 hours to finish and there is alot of bonus stuff you can do . there is a pretty solid selection of wepons you can use . the cover system is decent and i found the aiming abit of a chore and took me awhile to get use to it. the game is also alittle buggy and glitchy i didnt find any of it really game breaking . i had 1 freeze up and a few other things happen. all in all RDR was a real fun game i havent tried the online yet and want to down load the undead nightmare DLC but PSN is down but i have heard it alot of fun so looking foward to it.\"
2010,Red Dead Redemption,"This game reminds you why you play games! Great game, great story and one hell of a main character and awesome side characters who really grow on you. You really care about John Marston and he is very like-able, they did an excellent job on John Marston, on of the best protagonist ever created.  The only thing that is a bummer is that is has no replay value. Ones you are finished, whichThis game reminds you why you play games! Great game, great story and one hell of a main character and awesome side characters who really grow on you. You really care about John Marston and he is very like-able, they did an excellent job on John Marston, on of the best protagonist ever created.  The only thing that is a bummer is that is has no replay value. Ones you are finished, which will take you approx 40 - 50 hours if you are thorough, it is done. The story is told and time to shut the book and move on.\"
2010,Red Dead Redemption,"9.5 Amazing environments, fantastic controls, and incredibly addictive. Rockstar somehow keeps creating compelling characters because its one of the few gaming studios left that ACTUALLY KNOW HOW TO WRITE GOOD SCRIPTS. This is definitely one of the best games of the year so far."
