Year,Game,Review
2014,Dragon Age,"I don't like this game I prefer the old days when a game was built to be a game. The whole idea behind rpgs are that they are fantasy based and you are given an opportunity to change your character into whoever you want then play through adventurous terrain. Nowadays the developers have forgotten what gameplay is and how important it is. Game studios now are as guilty as fast foodI don't like this game I prefer the old days when a game was built to be a game. The whole idea behind rpgs are that they are fantasy based and you are given an opportunity to change your character into whoever you want then play through adventurous terrain. Nowadays the developers have forgotten what gameplay is and how important it is. Game studios now are as guilty as fast food restaurants making good wholesome produces into more accessible counterparts of half the quality. Yes improvements have been made on next generation consoles to better graphics and a larger game world but the gameplay suffers from what it should be. Remember games like mass effect and the elder scrolls series? This is what people want an adventure where you can explore a world, be who you want, go where you want and do what you want and have some say how it plays out. Replayable games that make you want to try again with a new character. Next generation consoles have made great strides building better larger worlds with better hd graphics but developers have done a terrible job with gameplay and also software bugs which breaks all fantasy immersion and belittles the whole idea of rpg and fantasy.. This game is no different, nice world, nice visuals but gameplay omg boring. Somewhere some development team brought the whole idea of workplace attitude into games it shows. No longer are developers making fantasy adventures with rpg elements and building a story into that to make it that much better they are just copying every other game out there. This game is not an rpg fantasy adventure. I want to be harsh so people are clear on my complaint, this game should be called ""Dragon Age - Revenge of The Halloween Costume Party Scavenger Hunt Team"". Yes, that is how i see this game its an elaborate fetch quest not an open world rpg. This is my critique of a lot of games these days way to much focus on the world design and such a poor idea of what good gameplay is and what gamers really want. We want choices, random loot, a huge game world to explore and consequences play out differently. We want non linear areas, we want interesting lore and creatures, we want game play that will make us feel like in a fantasy world. Certainly we don't want portrayal of real life anywhere. We don't want cutscenes that make us feel we are watching some cheesy tv program nor do we want a checklist of things to look for. We want puzzles and lore to back up the puzzle. So much is missing from this game. Its a drone of every other lazy made game with nice graphics. I can't score it that high. I appreciate how much work went into filling up the software program but at the end of the day i don't see myself interested in invensting my time in a scavenger hunt i can just go to a pawn shop in real life if i want.\"
2014,Dragon Age,"So far i have played the sing,e player for 3 hours and played the multiplayer about 3 hours. The multiplayer is very captivating. I found myself not wanting to turn the game off because i was having so much fun. When my friends get the game and we play it together we will have a blast. The single player is very well made. The graphics are really good for a game this large. There were someSo far i have played the sing,e player for 3 hours and played the multiplayer about 3 hours. The multiplayer is very captivating. I found myself not wanting to turn the game off because i was having so much fun. When my friends get the game and we play it together we will have a blast. The single player is very well made. The graphics are really good for a game this large. There were some points during the cutscenes where the framerate dropped but it didn't bother me too much. The story is pretty interesting and has me wanting to continue getting deeper into the game. Combat is fun and the tactical element proves really useful in sticky situations. At one point I was out in the forest and had to tackle a group of enemies when we all had low health and no potions left. Had i just ran in attacking we would have died but using some tactics i was able to kill all the enemies without anyone dying. All in all this is a really solid game and if you like RPGs this is something you should really consider buying.\"
2014,Dragon Age,"Contender for game of the year. It's been a long wait, but man has it been worth it. Great battle mechanics, much to do (with purpose) and guess what? It doesn't fee grindy (say what?). This is because Bioware, does what it does well and offers solid STORIES. Not just a good main story, but hundreds of good side stories (so far). Thank you, Bioware!"
2014,Dragon Age,"So far this game is HUGE improvement over Da2 ,instead of having only one race in the last game now has gone up to 4 and instead of having a very small world like the last game this one on the other hand has a huge massive land to explore and the combat has been improved the story is also engaging so far.This is a must play for fans of rpgs and a return to glory for Bioware."
2014,Dragon Age,"1: At first I have to blow of some steam here...I own every Dragon Age and Mass Effect title with every DLC. And this game is another huge - monstrous really - letdown! I mostly play RPG\s. And Bioware know\s quit a bit about how to make a good one, or even a superb one.(granted, the ME series is more of a Shooter with an interactive Story because of the lack of complex combat1: At first I have to blow of some steam here...I own every Dragon Age and Mass Effect title with every DLC. And this game is another huge - monstrous really - letdown! I mostly play RPG\s. And Bioware know\s quit a bit about how to make a good one, or even a superb one.(granted, the ME series is more of a Shooter with an interactive Story because of the lack of complex combat options - But it is tons of fun. I enjoyed ME3's combat in particular very much. I think they nailed it in ME3\ )I became a huge Bioware fan with DA:Origins and began to question their sanity when DA:2 came out. It was the first video game which I literally threw in the bin, after playing it for about 15 hours. That thing had absolutely no resemblance to Dragon Age Origins to me. I felt used, to say the least. Back then I really thought, ""oh man, EA is doing this to them"". But after I have seen the combat system of Inquisition, I am free of that illusion\ince I enjoyed ME3 very much, I have high hopes for ME4. But since Dragon Age Inquisition, I no longer have high hopes (or any hopes for that matter) for the future of the Dragon Age series.I don\t take Bioware seriously any longer. Because I can\t!2: And I will tell this to Bioware:Guys, I still think your awesome and you have a lot of talent and passion. In the past I bought every Dragon Age and Mass Effect title with every DLC (honestly!). But, if you cut out or rather leave out complex systems, like the combat and skill mechanics of DA:Origins in future titles of the DA series - like you did here - you will have lost a paying customer forever! And don\t think for a minute, that any fan of RPG\s will take this sort of politics lightly! Complex systems, combat agency and a great freedom in character creation and party member configuration, is what lies at the heart of RPG gaming. Don\t insult us. And don\t try so hard to appeal to people who don\t play RPG\s. The only thing you really do, is making it harder for other companies to put out real RPG\s, because you water down the expectations of consumers.I guess my most diplomatic advice would be, to try and find a middle ground here. Make it possible for us to access all the skills via the radial menu and leave it optional for casual gamers to play an action game. Because this title is only partly a RPG! We want a broad variety of skills and more freedom to create. We like to create things from scratch and find our own solutions, our own approach to the game - YOU KNOW THAT!YOU ARE DESTROYING THE FOUNDATIONS OF YOUR DRAGON AGE SERIES!And me, as a RPG fan, I don\t want to buy or play oversimplified action games.3: Now for the rating...My rating for Dragon Age Inquisition goes about like this:A RPG really has two components:1. The story and the dialogue or social interactions.2. The combatFor each part I have 5 stars to give at maximum. Because they both are equally important in my mind.In DA:I I would give 4 of 5 for the story part. 1 of 5 for the combat.I feel the need to point out, that I really want to give them an extra star for producing wonderful games and for pushing hard and so on. But since the skill system and combat system is even more dumbed down then DA:2 - I clearly cannot. They just took a pair of scissors and cut out every bit of complexity they could find. Well thanks for that, Bioware!4: For my future considerations on buying a Dragon Age Game\(This is not effecting the Mass Effect series - so far...)First - It is very unlikely that I will trust Bioware ever again!Secondly - If Bioware does not put back in a complex combat system like DA:Origins had, in the next title - this series is nothing but a very poor memory of a typical consumer sin to me. That\s really all it will be. The reason I am so fed up with Bioware is, I have no real reason to even hope, that Bioware wants to fix these things. Even so they keep telling us. Which I take as a clear lie from them, at this point! I got lied to\ thats all! How stupid of me\¦Hope you enjoyed reading this review,a Bioware-Critic(I am a German living in Vienna Austria)\"
2014,Dragon Age,Great. Fluid. Combat.  Easily the best game on PS4 right now.  I plan on completing the game on nightmare and so far so good.  The prologue was great and I can't wait to see what comes next!
2014,Dragon Age,"This game is just awesome. Massive and complex story, amazing characters, a vast world to explore and that special ingredient that is present in all bioware games: The ability to induce strong emotions in the player."
2014,Dragon Age,"My first impression is just: WOW!!After all those Shooters and Sportsgames there finally is a decent RPG on the PS4 and a really, really good one...The graphics are awesome, character customization options are plenty, combat mode different of what you are known from other RPGs, but really really great and the Story seems to be pretty decent as well (at least the part that i  haveMy first impression is just: WOW!!After all those Shooters and Sportsgames there finally is a decent RPG on the PS4 and a really, really good one...The graphics are awesome, character customization options are plenty, combat mode different of what you are known from other RPGs, but really really great and the Story seems to be pretty decent as well (at least the part that i  have played so far).A must have for all the RPG Fans out there!\"
2014,Dragon Age,"I don't really understand all the negative about this game, i've put around 40 hours into Dragon age so far and I'm really loving this game, its honestly the best Rpg I have played since Skyrim. Maybe its just EA haters or something but its really a great and beautiful game well worth the 60 dollar purchase. IMO."
2014,Dragon Age,"I dont really think this game is that great. It really reminds me of Twilight Princess on the Wii. The reason I don't like this game is because it is more a checklist of things to do, basically fantasy do this do that report back here. Hooray. Its a trivial time waster thats it. Like Twilight Princess the game looks fabulous and sounds fabulous but in my opinion the gameplay is ratherI dont really think this game is that great. It really reminds me of Twilight Princess on the Wii. The reason I don't like this game is because it is more a checklist of things to do, basically fantasy do this do that report back here. Hooray. Its a trivial time waster thats it. Like Twilight Princess the game looks fabulous and sounds fabulous but in my opinion the gameplay is rather boring and too much like going to work or being a systematic drone (game zombie). When I play a fantasy based rpg i expect to get lost in a world and have strange obstacles to overcome. My expectations are not to be given a list of things to do as if im at work and my employer wants me to get stuff done. To me that is not a game it is a checklist to occupy your time. This game is expansive and deserves a lot of credit for beautiful art and sound and a nifty inventory of stuff but the characters and how you occupy your time are not that great or interesting. This is my opinion you don't have to agree but I'd rather have a rpg fantasy actually be an rpg fantasy and this game is not that its stunning visuals and a list of things to do and after 100 hrs yeah you will probably be at the end of the discs software.\"
