Year,Game,Review
2014,Bayonetta 2,"A more focused, more vibrant game that surpasses its predecessor and establishes itself as the best game on the Wii U and as the newest masterpiece of the genre."
2014,Bayonetta 2,"Yes, even with sh.tty story and questionable gender politics. [Issue#255, p.64]"
2014,Bayonetta 2,"Bayonetta 2 is perfect on all levels that supports a flawless gaming engine, exceptional graphics and kick-ass female protagonist."
2014,Bayonetta 2,"Bayonetta 2 is a relentlessly entertaining ride from start to finish, with pacing meticulously designed to wring every last drop of adrenaline out of you before reigning things in with a quiet, humorous aside."
2014,Bayonetta 2,"Bayonetta 2 will challenge some people. It will make the uncomfortable. It's transgressive in numerous ways, and with that comes the potential to offend. But in causing offence, Bayonetta 2 encourages conversation, and that's the very definition of a good work of art."
2014,Bayonetta 2,"Bayonetta 2 is a Game of the Year contender, which comes extremely recommended."
2014,Bayonetta 2,"Bayonetta 2 doesn\t do anything particularly new, but it does serve as an improvement of an already excellent action title, perfecting the formula even further."
2014,Bayonetta 2,"It's the obsession for detail that makes Bayonetta 2 so special. It might not be a unique game, but clearly one that's not common."
2014,Bayonetta 2,"Bayonetta 2 is the best action game ever made. Masterclass in terms of combat system, depth and accessibility, with frantic and intense progress. Unforgettable challenging boss battles, full of content to unlock and a lovely main character."
2014,Bayonetta 2,"Platinum Games manages to improve everything we knew and loved from the first game, creating a master piece everybody should play."
2014,Bayonetta 2,"The sheer polish applied to every part of Bayonetta 2 is something every major studio should aspire to: the exceptional and wide-ranging soundtrack, the huge number of unlocks, the Nintendo easter eggs, the \making of\ materials, and the unlockable characters that bring their own style. Not a single thing has been held back. In this second adventure, Bayonetta over-delivers in every regard, and it will be a long time before another fighting game threatens her crown."
2014,Bayonetta 2,"Bayonetta 2 doesn\t drastically change the already wacky formula that the first game introduced, but it\s a bigger and more nuanced version of its predecessor. It\s also the best game of its kind in years. If you\ve ever enjoyed this breed of reflex-heavy, hyperactive, ludicrous action game, Bayonetta 2 is a no-brainer."
2014,Bayonetta 2,"Bayonetta 2 is a triumphant return for the series and for Platinum Games. Extreme bosses, a crazy good style and an addictive co-op mode are just the icing on top of an excellent fighting system. Go get it now for your Wii U."
2014,Bayonetta 2,"Buy it if you liked the first one. Buy it, if you love it over the top all the way. Buy it if you love video games. Buy a Wii U if you have to. Bayonetta 2 sings all its praises in a celebration to this hobby of ours. But don't make the mistake of not playing it."
2014,Bayonetta 2,"It not only plays great, but there's so much style involved in just about every animation. Dashing turns you into a panther, double-jumping allows you to sprout butterfly wings, hovering turns you into a crow. Everything from the snapshot ""photo finish"" effect of completing a challenge room is painstakingly detailed."
2014,Bayonetta 2,"With Bayonetta 2, Wii U has its trump card: a queen of spades that takes advantages on almost every game of the genre and hits us right in the heart. It's an outstanding production, beautifully executed, with state of the art mechanics and ridiculously generous. And it can be enjoyed by everyone as its difficulty and handling can be adjusted. Definitely a beat them all no one has the right to ignore."
2014,Bayonetta 2,"Intense, gorgeous and thrilling to play, this is Platinum\s best game so far...A non-stop climax of excitement from the moment you start the Prologue, this is one of those games that demands to be played."
2014,Bayonetta 2,"Bayonetta 2 is the perfect action game. It oozes style and boasts gameplay that's both refined and lacking in excess. The combat is so purely entertaining that it's easy to lose yourself in the almost-zen flow of dodging, countering and kicking enemies to death."
2014,Bayonetta 2,"It is a masterclass in pure, unadulterated action-game design, where its insane eye-popping visuals meld effortlessly with some of the sharpest, most joyful combat to have ever graced a video game."
2014,Bayonetta 2,"Quite possibly the best action game ever made, Bayonetta 2 is a pure gem of wonder, filled with epic fights, perfect gameplay, a magnificent visual and sound environment and even a multiplayer mode which fits perfectly within the format. A diabolical masterpiece that no Wii U should go without."
2014,Bayonetta 2,"Sega's loss is Nintendo's gain: Bayonetta, twirling away from a gigantic demon's maw and smacking the highest choir of angels on the nose, has just given Wii U its first true classic. [Nov 2014, p.100]"
