Year,Game,Review
2016,Overwatch,This is an example of AAA graphics and sound coupled with bland gameplay. Combat is clunky and dissatisfying. Blizzard has not shown the capacity to address imbalances between characters. Power adjustments are more of marketing actions to address complaints in Blizzard's forums rather than rational decisions made by developers looking at aggregated data.  Competitive is literally the worstThis is an example of AAA graphics and sound coupled with bland gameplay. Combat is clunky and dissatisfying. Blizzard has not shown the capacity to address imbalances between characters. Power adjustments are more of marketing actions to address complaints in Blizzard's forums rather than rational decisions made by developers looking at aggregated data.  Competitive is literally the worst experience that I have ever encountered in an online game.\
2016,Overwatch,"Every time I play this game I keep looking for magic and finding trash.  Do not believe the hype this is a free to play game that steals money from the Blizzard fan boys.  Game options are limited, terrible balance on matches and worst of all the lore is vague and pathetic.  Complete waste of money!The game is celebrating its one year anniversary and the matchmaking is still completeEvery time I play this game I keep looking for magic and finding trash.  Do not believe the hype this is a free to play game that steals money from the Blizzard fan boys.  Game options are limited, terrible balance on matches and worst of all the lore is vague and pathetic.  Complete waste of money!The game is celebrating its one year anniversary and the matchmaking is still complete trash.  My hypothesis is because I have never paid any addition money for bs loot boxes the game continues to screw me.  Blizzard fan boys will continue to love this game, I will still play but let the world know it is terrible.  So I am part of the problem!\"
2016,Overwatch,"- Minimal content for the price tag - 12 maps, 21 characters (many with a lot of skill overlap), 2 game modes.- Low skill ceiling, boring after a couple dozen hours once you've learned all the characters' tricks.- Built in wallhacks and aimbots engineered as ""abilities"" and marketed as ""gameplay mechanics"".- Loot box lottery; gambling style mechanics designed to push sales of- Minimal content for the price tag - 12 maps, 21 characters (many with a lot of skill overlap), 2 game modes.- Low skill ceiling, boring after a couple dozen hours once you've learned all the characters' tricks.- Built in wallhacks and aimbots engineered as ""abilities"" and marketed as ""gameplay mechanics"".- Loot box lottery; gambling style mechanics designed to push sales of loot box microtransactions.- Terrible character balance leading to mandatory picks and/or mandatory stacking in games, especially in higher level play once people have learned how to avoid the lesser balanced characters.- Horrible map design which favors defending teams allowing them to hold choke points directly outside of their base easily while attacking teams have to run 10+ seconds back from a spawn point after waiting 6 seconds to respawn. Additionally, defending teams get a 60 second head start which allows them to easily camp the initial attacking team's base with impunity.- 20Hz tick rate and predictive ""favor the shooter"" netcode that leads to lots of cheap deaths and kills. Turn off your kill cam unless you like to rage.I scoff at the very notion that this will ever be a competitive shooter. We're already watching competitive outlets outright ban maps like 2 Control Point and community map voting rules have effectively banned King of the Hill maps. No custom servers, no server browser... this is a casual game through and through, designed solely for people to pick up and play a few matches then put down. If ever anyone needed proof of this, just look at how Blizzard was quick to address an animation cancel for Widowmaker that promoted skill. (Third post time is a charm, I guess.)\"
2016,Overwatch,"Most time you have casuals in your team everybody do what he want, real team play is very rar. and there is no long time Motivation....waste of money."
2016,Overwatch,"Underwhelming for the price. I have put almost 3,000 hours into TF2, I love that game. During beta I really liked overwatch but I feel the community is just giving it a straight pass because it's a Blizzard game. The game has some deep running flaws people refuse to admit to. They are choosing to be blind to it.I really want to like this game, but in its current state? No, not at all.Underwhelming for the price. I have put almost 3,000 hours into TF2, I love that game. During beta I really liked overwatch but I feel the community is just giving it a straight pass because it's a Blizzard game. The game has some deep running flaws people refuse to admit to. They are choosing to be blind to it.I really want to like this game, but in its current state? No, not at all.+20 tick servers are primitive.+Some heroes have such low skill ceilings.- This can be good for attracting a casual audience, but since this is supposed to be such a 'competitive game' - even having tournaments arranged before release it seems somewhat wrong.+ There is nothing more to the characters than is intended by Blizzard.- No forms of complex movement, something that really makes or breaks a game for me.+ Ultimate's require no skill to use.- How effective an ult is is based completely on timing and luck. There is no SKILL in lucky timing.+ Some classes have weapons which literally require you to aim within 75 degrees of an enemy to hit them. It's a little ridiculous for a ""Skilled"" FPS.\"
2016,Overwatch,"Korean hackers are ruining the game. If you play from the US West coast, Europe, or South East Asia, you will be paired up with Korean hackers. In Korea, Overwatch itself is free. Players use ""PC Bangs"", internet cafes, to play and pay the cafe, which pays a royalty to Blizzard. Blizzard is actively profiting from the PC Bangs allowing users to download cheats, and letting the PC BangKorean hackers are ruining the game. If you play from the US West coast, Europe, or South East Asia, you will be paired up with Korean hackers. In Korea, Overwatch itself is free. Players use ""PC Bangs"", internet cafes, to play and pay the cafe, which pays a royalty to Blizzard. Blizzard is actively profiting from the PC Bangs allowing users to download cheats, and letting the PC Bang operates do whatever. Normally this wouldn't be such a problem if you have cheaters facing cheaters. But said cheaters are coming over to the non-Korean servers to climb competitive ranked games easier. If they start to lose the match, they'll turn on obvious auto-aiming cheats enough to reverse the game and win.Blizzard is making a LOT of money off of the PC Bangs and has no plan to deal with the cheaters. Do NOT buy a game where cheaters get the game for (mostly) free and are not banned.\"
2016,Overwatch,"A serie with alot of hype, mainly because it is a Blizzard game with their ""Blizzard polish"". This game is fun, but won't have a long longevity for me after spending a decent amount of hours(around 100) playing this game. I will explain it as short as possible for the people who wants quick and short reviews to compare it with each other:EDIT: It isn't as short as I thought it wouldA serie with alot of hype, mainly because it is a Blizzard game with their ""Blizzard polish"". This game is fun, but won't have a long longevity for me after spending a decent amount of hours(around 100) playing this game. I will explain it as short as possible for the people who wants quick and short reviews to compare it with each other:EDIT: It isn't as short as I thought it would be, so my appologize.Positive:- It's a fun and solid teambased shooter when you're new to this game:It's a fun and fresh experience, when you're learning each maps and characters. Every character is unique, but also easy to learn/understand. The maps are also well designed enough for each character.This is subjective and a negative for some gamers: People who wants complex characters won't get what they want. So this could be a negative. For example, Mei is a hero with a tier 4 difficutly, yet she doesn't feel that different in difficulty compared to a tier 1 character like Bastion.- You can switch characters during game and also able to play as the same heroes as your teammates::So you and your team can accustom to how your opponents are playing incase you have chosen the wrong hero. Or you can experiment by changing your heroes till you find the synergy to win the game. Or go crazy and have fun with weird hero combinations(even though this may be disrespectfull for your opponent).- Teamplay is pretty important in the game:For example, your health won't regenerate, hence you need a healer. However, you don't need a healer if you don't want to play that way, since there are healing items lying around the map with a respawn/cooldown timer. This will slow down your teamplay if everyone is scattered around to find the healing items and heal themself. Each hero has their role(attackers, defenders, supporters and healers).- Game isn't technically impressive. However, we're gamers and the visual presentation and performance is nice and that's what matters:It looks like a Pixar movie(not hitting that lvl, but the style is similiar) and the gameplay is fluent. Especially on the console, since it's pretty hard for developers to hit the 60fps on consoles and Overwatch is one of those game hitting the 60fps with a dynamic resolution.Negatives:- Short longevity for some gamers:This doesn't apply to everyone ofcourse. But the amount of content is pretty small for a priced game. This game is only PvP and while the game is fun to play, it's all you will get(with the exception of future contents(but the question is, will that be enough)). All the heroes are unlocked and the maps. The only thing you will get are sprays, skins(some are interesting if I'm honest hehe), taunts, etc. As you may noticed, all the things I've mentioned doesn't add any value to the actual game, beside being aesthetic. All the character will play the same, meaning you won't be able to personalize your character like some other games do. Hence this longevity will be short after knowing how all your heroes plays and how to play in each maps. This is the main reason why I won't give this game a high score/perfect score like a 9 or 10.- The game isn't complete, since the competitive gamemode will come in the next update:Meaning, you're buying a game which isn't complete. Similiar towards SFV, but that one is far worse. This may be a trend in the future where publishers releases an incomplete game for the full price(sadly, I also bought this game, meaning I can't say much about this). Also another reason why I won't give this game an 8.Hence my final verdict being a 7. I hope you understand why I gave this a 7 and this is my personal opinion anyways for the people who disagrees :) 7 is a good game IMO, even though it isn't a 9 or a 10. Hope I helped some people with this review. And if you will buy this game or have bought this and still read this, because of curiosity:I hope you're enjoying your game and hope we will be teamed up and teamed against in Overwatch :PPS: Srry for my English.\"
2016,Overwatch,"For a first week you're gonna have a great time but after that you're gonna notice the faults inside. Blizzard has really adopted the cashcow shenanigans with this game, you're playing with a good team and suddenly you get kicked because the matchmaking keeps the game forced 50% win/lose ratio to keep the retards happy. Some of the heros are ridiculously overpowered and will be seen inFor a first week you're gonna have a great time but after that you're gonna notice the faults inside. Blizzard has really adopted the cashcow shenanigans with this game, you're playing with a good team and suddenly you get kicked because the matchmaking keeps the game forced 50% win/lose ratio to keep the retards happy. Some of the heros are ridiculously overpowered and will be seen in every game. Also full price for only 2 modes and bunch of maps is too much greed even for Blizzard.\"
2016,Overwatch,"I really do see no point in this game,it contradicts itself on every level:-it wants to be casual to appeal to a greater oudience but wants to be esport using very restricetd game modes,with very resitricted games settings-it wants to be focused on characterization and lore but it shoots itself in the foot via being an competitive fpsseriusly man,what the actual ****"
2016,Overwatch,"This is a Sorry Excuse of a game, Copied from Team Fortress 2 but still has only 2 modes whereas Team Fortress 2 has more than 7 game modes and it is a Free to Play, Team Fortress also has Co-op which this game doesnt, dumbed down FPS mechanics for 10 year old kids, way to overhyped and overpriced, I made a mistake by buying this game, it is a Free to Play game being sold on full price,This is a Sorry Excuse of a game, Copied from Team Fortress 2 but still has only 2 modes whereas Team Fortress 2 has more than 7 game modes and it is a Free to Play, Team Fortress also has Co-op which this game doesnt, dumbed down FPS mechanics for 10 year old kids, way to overhyped and overpriced, I made a mistake by buying this game, it is a Free to Play game being sold on full price, Avoid if you value your money, dont fall for the hype\"
