"year","title","index","revised","url","tags"
2017,"PLAYERUNKNOWN'S BATTLEGROUNDS",578080,"PLAYERUNKNOWN'S_BATTLEGROUNDS","https://store.steampowered.com/app/578080/PLAYERUNKNOWN'S_BATTLEGROUNDS/","Survival,Shooter,Multiplayer,PvP,Third-Person Shooter,FPS,Action,Battle Royale,Online Co-Op,Tactical,Co-op,Early Access,First-Person,Violent,Strategy,Third Person,Competitive,Team-Based,Difficult,Simulation"
2017,"Unturned",304930,"Unturned","https://store.steampowered.com/app/304930/Unturned/","Free to Play,Survival,Zombies,Multiplayer,Open World,Adventure,Crafting,Action,First-Person,Co-op,Sandbox,Shooter,Post-apocalyptic,FPS,Singleplayer,Massively Multiplayer,Indie,Atmospheric,Casual,Early Access"
2017,"Brawlhalla",291550,"Brawlhalla","https://store.steampowered.com/app/291550/Brawlhalla/","Free to Play,Multiplayer,Fighting,2D,2D Fighter,Action,Local Multiplayer,Platformer,Controller,Co-op,Local Co-Op,Beat 'em up,Online Co-Op,Early Access,4 Player Local,Indie,Massively Multiplayer,Singleplayer,Survival,Adventure"
2017,"Robocraft",301520,"Robocraft","https://store.steampowered.com/app/301520/Robocraft/","Free to Play,Robots,Building,Multiplayer,Action,Shooter,PvP,Massively Multiplayer,Sandbox,Crafting,Third-Person Shooter,Sci-fi,Strategy,Simulation,Early Access,Indie,Open World,Funny,Adventure,RPG"
2017,"ARK: Survival Evolved",346110,"ARK_Survival_Evolved","https://store.steampowered.com/app/346110/ARK_Survival_Evolved/","Survival,Open World,Dinosaurs,Multiplayer,Crafting,Building,Adventure,Base Building,Co-op,Action,First-Person,Early Access,Sandbox,Massively Multiplayer,Singleplayer,Dragons,RPG,Sci-fi,MMORPG,Indie"
2017,"ARK: Survival Of The Fittest",407530,"ARK_Survival_Of_The_Fittest","https://store.steampowered.com/app/407530/ARK_Survival_Of_The_Fittest/","Free to Play,Survival,Dinosaurs,Multiplayer,Open World,Action,Adventure,Massively Multiplayer,Early Access,PvP,Dragons,Crafting,RPG,First-Person,Strategy,Singleplayer,Exploration,FPS,Sandbox,Indie"
2017,"Black Squad",550650,"Black_Squad","https://store.steampowered.com/app/550650/Black_Squad/","Early Access,Free to Play,FPS,Multiplayer,Shooter,Action,Military,First-Person,PvP,Massively Multiplayer,Singleplayer,Co-op,Tactical,War,Team-Based,Early Access,Violent,Open World,Strategy,Gore"
2017,"Divinity: Original Sin 2 - Definitive Edition",435150,"Divinity_Original_Sin_2___Definitive_Edition","https://store.steampowered.com/app/435150/Divinity_Original_Sin_2___Definitive_Edition/","RPG,Turn-Based,Co-op,Story Rich,Fantasy,Open World,Character Customization,Adventure,Strategy,Turn-Based Combat,Singleplayer,Multiplayer,CRPG,Great Soundtrack,Atmospheric,Turn-Based Tactics,Isometric,Party-Based RPG,Indie,Female Protagonist"
2017,"Battlerite",504370,"Battlerite","https://store.steampowered.com/app/504370/Battlerite/","PvP,Multiplayer,Competitive,Action,MOBA,Arena Shooter,Fast-Paced,Free to Play,Team-Based,Fighting,Top-Down,Early Access,Strategy,e-sports,Difficult,Great Soundtrack,Top-Down Shooter,Hack and Slash,RPG,Atmospheric"
2017,"World of Warships",552990,"World_of_Warships","https://store.steampowered.com/app/552990/World_of_Warships/","Free to Play,Naval,World War II,Multiplayer,PvP,Massively Multiplayer,Action,Online Co-Op,Simulation,Strategy,Team-Based,Shooter,Tactical,War,Realistic,Anime,Military,Singleplayer,Co-op,Arcade"
2017,"Gigantic",327690,"Gigantic","https://store.steampowered.com/app/327690/Gigantic/","Free to Play,Multiplayer,MOBA,Action,Strategy,Third-Person Shooter,PvP,Third Person,Co-op,Shooter,Fantasy,Massively Multiplayer,RPG,FPS,Adventure,Team-Based,Open World,Controller,Anime,Casual"
2017,"FOR HONOR",304390,"FOR_HONOR","https://store.steampowered.com/app/304390/FOR_HONOR/","Medieval,Action,Swordplay,Multiplayer,PvP,Third Person,Fighting,War,Singleplayer,Co-op,Gore,Online Co-Op,Hack and Slash,Realistic,Strategy,Atmospheric,RPG,Fantasy,MOBA,Story Rich"
2017,"Fallout Shelter",588430,"Fallout_Shelter","https://store.steampowered.com/app/588430/Fallout_Shelter/","Free to Play,Survival,Base Building,Post-apocalyptic,Singleplayer,Simulation,Strategy,Management,Building,2D,Crafting,Casual,RPG,Adventure,Sandbox,Multiplayer,Action,Funny,Atmospheric,Great Soundtrack"
2017,"Line of Sight",436520,"Line_of_Sight","https://store.steampowered.com/app/436520/Line_of_Sight/","Free to Play,FPS,Action,Multiplayer,Shooter,Gun Customization,First-Person,Military,Open World,Singleplayer,Character Customization,Zombies,Survival,War,Controller,Co-op,Strategy,Competitive,Adventure,Indie"
2017,"SCP: Secret Laboratory",700330,"SCP_Secret_Laboratory","https://store.steampowered.com/app/700330/SCP_Secret_Laboratory/","Free to Play,Horror,Multiplayer,Co-op,Survival Horror,Action,First-Person,Shooter,Sci-fi,FPS,Memes,Online Co-Op,Survival,Psychological Horror,Indie,Atmospheric,Strategy,Difficult,Adventure,Fantasy"
2017,"Last Man Standing",506540,"Last_Man_Standing","https://store.steampowered.com/app/506540/Last_Man_Standing/","Free to Play,Survival,Multiplayer,Open World,Shooter,Action,Massively Multiplayer,PvP,FPS,Battle Royale,Third-Person Shooter,First-Person,Adventure,Co-op,Violent,Strategy,Third Person,Singleplayer,Indie,Zombies"
2017,"Alien Swarm: Reactive Drop",563560,"Alien_Swarm_Reactive_Drop","https://store.steampowered.com/app/563560/Alien_Swarm_Reactive_Drop/","Free to Play,Co-op,Multiplayer,Top-Down Shooter,Action,Aliens,Shooter,Online Co-Op,Sci-fi,Moddable,Singleplayer,PvP,Strategy,Tactical,Survival,Adventure,Gore,Open World,Zombies,Casual"
2017,"Creativerse",280790,"Creativerse","https://store.steampowered.com/app/280790/Creativerse/","Free to Play,Survival,Multiplayer,Open World,Building,Sandbox,Crafting,Adventure,First-Person,Co-op,Action,Massively Multiplayer,Singleplayer,RPG,Indie,Early Access,Simulation,Casual,Voxel,Zombies"
2017,"VRChat",438100,"VRChat","https://store.steampowered.com/app/438100/VRChat/","Early Access,Memes,Free to Play,VR,Anime,Funny,Massively Multiplayer,Multiplayer,Psychological Horror,Early Access,Simulation,Open World,First-Person,Casual,Adventure,Sexual Content,Horror,Nudity,Sports,MMORPG"
2017,"Dungeon Defenders II",236110,"Dungeon_Defenders_II","https://store.steampowered.com/app/236110/Dungeon_Defenders_II/","Free to Play,Tower Defense,Multiplayer,Co-op,Strategy,RPG,Action,Online Co-Op,Fantasy,Adventure,Third Person,Early Access,Funny,Indie,Singleplayer,Massively Multiplayer,Casual,Hack and Slash,MMORPG,MOBA"
2017,"Argo",530700,"Argo","https://store.steampowered.com/app/530700/Argo/","Free to Play,Shooter,Multiplayer,FPS,Action,Open World,Tactical,First-Person,War,Co-op,Realistic,Online Co-Op,Military,Violent,Massively Multiplayer,Singleplayer,Simulation,Strategy,Atmospheric,Mod"
2017,"Codename CURE",355180,"Codename_CURE","https://store.steampowered.com/app/355180/Codename_CURE/","Free to Play,Multiplayer,Zombies,Survival,Shooter,FPS,Co-op,Online Co-Op,Action,First-Person,Open World,Singleplayer,Horror,Gore,Early Access,Adventure,Mod,Massively Multiplayer,Third Person,Funny"
2017,"Doki Doki Literature Club!",698780,"Doki_Doki_Literature_Club!","https://store.steampowered.com/app/698780/Doki_Doki_Literature_Club!/","Psychological Horror,Anime,Visual Novel,Free to Play,Horror,Cute,Dating Sim,Dark,Story Rich,Romance,Singleplayer,Great Soundtrack,Gore,Violent,Indie,Memes,First-Person,Casual,Sexual Content,Adventure"
2017,"Crossout",386180,"Crossout","https://store.steampowered.com/app/386180/Crossout/",NA
2017,"Cuphead",268910,"Cuphead","https://store.steampowered.com/app/268910/Cuphead/","Difficult,Cartoon,Platformer,Great Soundtrack,Co-op,Hand-drawn,2D,Local Co-Op,Indie,Action,Cartoony,Retro,Bullet Hell,Multiplayer,Shoot 'Em Up,Side Scroller,Colorful,Singleplayer,Funny,Atmospheric"
2017,"Hollow Knight",367520,"Hollow_Knight","https://store.steampowered.com/app/367520/Hollow_Knight/","Metroidvania,Great Soundtrack,Difficult,Platformer,2D,Indie,Atmospheric,Exploration,Adventure,Singleplayer,Hand-drawn,Action,Dark Fantasy,Story Rich,Open World,Cute,Multiple Endings,Side Scroller,Controller,Gothic"
2017,"Total War: WARHAMMER II",594570,"Total_War_WARHAMMER_II","https://store.steampowered.com/app/594570/Total_War_WARHAMMER_II/","Strategy,Fantasy,RTS,Grand Strategy,Turn-Based Strategy,Multiplayer,Action,War,Games Workshop,Turn-Based,Singleplayer,Tactical,Dark Fantasy,Dinosaurs,Real Time Tactics,Atmospheric,Story Rich,Co-op,Great Soundtrack,Warhammer 40K"
2017,"Orcs Must Die! Unchained",427270,"Orcs_Must_Die!_Unchained","https://store.steampowered.com/app/427270/Orcs_Must_Die!_Unchained/",NA
2017,"Football Manager 2018",624090,"Football_Manager_2018","https://store.steampowered.com/app/624090/Football_Manager_2018/","Sports,Simulation,Management,Soccer,Football,Multiplayer,Strategy,Singleplayer,Free to Play"
2017,"Black Desert Online",582660,"Black_Desert_Online","https://store.steampowered.com/app/582660/Black_Desert_Online/",NA
2017,"The Elder Scrolls: Legends",364470,"The_Elder_Scrolls_Legends","https://store.steampowered.com/app/364470/The_Elder_Scrolls_Legends/",NA
2017,"Middle-earth: Shadow of War",356190,"Middle_earth_Shadow_of_War","https://store.steampowered.com/app/356190/Middle_earth_Shadow_of_War/",NA
2017,"Gang Beasts",285900,"Gang_Beasts","https://store.steampowered.com/app/285900/Gang_Beasts/","Funny,Multiplayer,Fighting,Local Multiplayer,Comedy,Physics,Action,Beat 'em up,Co-op,4 Player Local,Colorful,Early Access,Third Person,Indie,Casual,Singleplayer,Adventure,Sandbox,Great Soundtrack,Simulation"
2017,"Stick Fight: The Game",674940,"Stick_Fight_The_Game","https://store.steampowered.com/app/674940/Stick_Fight_The_Game/","Multiplayer,Funny,Fighting,Action,Local Multiplayer,2D Fighter,Casual,4 Player Local,Physics,2D,PvP,Indie,Shooter,Online Co-Op,Local Co-Op,Controller,Great Soundtrack,Co-op,Strategy,Split Screen"
2017,"The Long Dark",305620,"The_Long_Dark","https://store.steampowered.com/app/305620/The_Long_Dark/","Survival,Open World,Exploration,Atmospheric,First-Person,Adventure,Singleplayer,Sandbox,Crafting,Simulation,Post-apocalyptic,Indie,Walking Simulator,Survival Horror,Early Access,Strategy,Action,Difficult,Multiplayer,Horror"
2017,"BRAIN / OUT",578310,"BRAIN_/_OUT","https://store.steampowered.com/app/578310/BRAIN_/_OUT/","Free to Play,Multiplayer,2D,Shooter,Action,Pixel Graphics,Massively Multiplayer,Indie,Platformer,Violent,Survival,Co-op,Local Multiplayer,Side Scroller,Gun Customization,Post-apocalyptic,Casual,Singleplayer,War,Gore"
2017,"Getting Over It with Bennett Foddy",240720,"Getting_Over_It_with_Bennett_Foddy","https://store.steampowered.com/app/240720/Getting_Over_It_with_Bennett_Foddy/","Difficult,Psychological Horror,Physics,Singleplayer,Funny,Indie,Platformer,Horror,Casual,Action,Adventure,Survival Horror,Philisophical,Story Rich,Strategy,Dark Humor,Replay Value,Comedy,Great Soundtrack,Third Person"
2017,"Deceit",466240,"Deceit","https://store.steampowered.com/app/466240/Deceit/","Multiplayer,Free to Play,Horror,Co-op,Survival Horror,FPS,Action,Survival,First-Person,Mystery,Strategy,Psychological Horror,Gore,Shooter,Zombies,Indie,Psychological,Atmospheric,Funny,Nudity"
2017,"Business Tour - Online Multiplayer Board Game",397900,"Business_Tour___Online_Multiplayer_Board_Game","https://store.steampowered.com/app/397900/Business_Tour___Online_Multiplayer_Board_Game/","Free to Play,Board Game,Strategy,Massively Multiplayer,Casual,Multiplayer,Indie,Management,Capitalism,Co-op,Trading,Singleplayer,Adventure,Psychological Horror,Horror"
2017,"MOBIUS FINAL FANTASY",536930,"MOBIUS_FINAL_FANTASY","https://store.steampowered.com/app/536930/MOBIUS_FINAL_FANTASY/",NA
2017,"Slay the Spire",646570,"Slay_the_Spire","https://store.steampowered.com/app/646570/Slay_the_Spire/","Early Access,Card Game,Rogue-like,Turn-Based,Strategy,Rogue-lite,Indie,Early Access,Singleplayer,RPG,Replay Value,Difficult,Dungeon Crawler,Great Soundtrack,Mouse only,Multiplayer"
2017,"We Were Here",582500,"We_Were_Here","https://store.steampowered.com/app/582500/We_Were_Here/","Free to Play,Puzzle,Co-op,Multiplayer,Horror,Online Co-Op,Adventure,Co-op Campaign,First-Person,Difficult,Action,VR,Survival,Atmospheric,Mystery,Psychological Horror,Indie,Funny,Singleplayer,Open World"
2017,"Assassin's Creed Origins",582160,"Assassin's_Creed_Origins","https://store.steampowered.com/app/582160/Assassin's_Creed_Origins/","Open World,Assassin,Action,Parkour,RPG,Stealth,Adventure,Third Person,Historical,Singleplayer,Story Rich,Action RPG,Atmospheric,Exploration,Multiplayer,Great Soundtrack,Sandbox,Illuminati,Walking Simulator,Heist"
2017,"Yu-Gi-Oh! Duel Links",601510,"Yu_Gi_Oh!_Duel_Links","https://store.steampowered.com/app/601510/Yu_Gi_Oh!_Duel_Links/","Free to Play,Card Game,Anime,Multiplayer,Strategy,Trading Card Game,Singleplayer,RPG,Casual,Action,Adventure,Open World,Sexual Content,Memes"
2017,"Metin2",550900,"Metin2","https://store.steampowered.com/app/550900/Metin2/",NA
2017,"Tom Clancy's Ghost Recon Wildlands",460930,"Tom_Clancy's_Ghost_Recon_Wildlands","https://store.steampowered.com/app/460930/Tom_Clancy's_Ghost_Recon_Wildlands/","Open World,Shooter,Action,Multiplayer,Co-op,Tactical,Stealth,Third-Person Shooter,Military,Singleplayer,Adventure,FPS,Third Person,Online Co-Op,Sandbox,Strategy,Survival,First-Person,Atmospheric,PvP"
2017,"Bayonetta",460790,"Bayonetta","https://store.steampowered.com/app/460790/Bayonetta/",NA
2017,"NBA 2K18",577800,"NBA_2K18","https://store.steampowered.com/app/577800/NBA_2K18/","Sports,Basketball,Gambling,Simulation,Multiplayer,Singleplayer,Realistic,Local Multiplayer,Free to Play,Cold War,Sexual Content,Dating Sim"
2017,"Wolfenstein II: The New Colossus",612880,"Wolfenstein_II_The_New_Colossus","https://store.steampowered.com/app/612880/Wolfenstein_II_The_New_Colossus/",NA
2017,"NieR:Automata",524220,"NieRAutomata","https://store.steampowered.com/app/524220/NieRAutomata/","Great Soundtrack,Story Rich,Female Protagonist,Action,Hack and Slash,RPG,Open World,Anime,Post-apocalyptic,JRPG,Singleplayer,Robots,Atmospheric,Sci-fi,Bullet Hell,Spectacle fighter,Character Action Game,Adventure,Nudity,Violent"
2017,"RESIDENT EVIL 7 biohazard / BIOHAZARD 7 resident evil",418370,"RESIDENT_EVIL_7_biohazard_/_BIOHAZARD_7_resident_evil","https://store.steampowered.com/app/418370/RESIDENT_EVIL_7_biohazard_/_BIOHAZARD_7_resident_evil/",NA
2017,"TEKKEN 7",389730,"TEKKEN_7","https://store.steampowered.com/app/389730/TEKKEN_7/","Fighting,Action,Multiplayer,Arcade,Competitive,Local Multiplayer,Great Soundtrack,Singleplayer,e-sports,Controller,Difficult,Anime,Story Rich,Beat 'em up,Sports,Character Customization,Nudity,Sexual Content,Atmospheric,Third Person"
2017,"Slime Rancher",433340,"Slime_Rancher","https://store.steampowered.com/app/433340/Slime_Rancher/","Cute,Exploration,Adventure,Colorful,First-Person,Singleplayer,Open World,Funny,Sandbox,Fantasy,Early Access,Simulation,Casual,Management,Great Soundtrack,Indie,Family Friendly,Female Protagonist,Action,FPS"
2017,"Rising Storm 2: Vietnam",418460,"Rising_Storm_2_Vietnam","https://store.steampowered.com/app/418460/Rising_Storm_2_Vietnam/","FPS,War,Multiplayer,Realistic,Military,Shooter,Action,Tactical,First-Person,Historical,Team-Based,Simulation,Atmospheric,Gore,Cold War,Singleplayer,Massively Multiplayer,Strategy,Violent,Indie"
2017,"Faeria",397060,"Faeria","https://store.steampowered.com/app/397060/Faeria/","Card Game,Strategy,Multiplayer,Board Game,Massively Multiplayer,Indie,Fantasy,Turn-Based,Singleplayer,Adventure,Hex Grid,Turn-Based Strategy,Trading Card Game,RPG,Early Access,Casual,Action,Survival,Anime,Relaxing"
2017,"Sniper Elite 4",312660,"Sniper_Elite_4","https://store.steampowered.com/app/312660/Sniper_Elite_4/","Sniper,World War II,Multiplayer,Shooter,Action,Stealth,Co-op,Open World,War,Third-Person Shooter,Adventure,Singleplayer,Gore,Third Person,FPS,Tactical,Violent,Strategy,Atmospheric,Nudity"
2017,"Warhammer 40,000: Dawn of War III",285190,"Warhammer_40,000_Dawn_of_War_III","https://store.steampowered.com/app/285190/Warhammer_40,000_Dawn_of_War_III/","Warhammer 40K,Strategy,RTS,Sci-fi,Multiplayer,MOBA,Action,Games Workshop,Gore,Singleplayer,War,Atmospheric,Base Building,Tactical,Co-op,Great Soundtrack,Violent,Classic,Story Rich,Casual"
2017,"Day of Infamy",447820,"Day_of_Infamy","https://store.steampowered.com/app/447820/Day_of_Infamy/","World War II,FPS,Multiplayer,War,Realistic,Action,Shooter,Military,Tactical,Singleplayer,Strategy,First-Person,Historical,Co-op,Gore,Simulation,Indie,Online Co-Op,Open World,Early Access"
2017,"Secret World Legends",215280,"Secret_World_Legends","https://store.steampowered.com/app/215280/Secret_World_Legends/","MMORPG,Massively Multiplayer,RPG,Lovecraftian,Horror,Story Rich,Illuminati,Conspiracy,Open World,Action,Mythology,Puzzle,Exploration,Supernatural,Adventure,Multiplayer,Free to Play,Zombies,Third Person,Character Customization"
2017,"The Escapists 2",641990,"The_Escapists_2","https://store.steampowered.com/app/641990/The_Escapists_2/","Strategy,Multiplayer,Pixel Graphics,Online Co-Op,Co-op,2D,Crafting,Indie,Singleplayer,Simulation,Sandbox,Stealth,Local Co-Op,Character Customization,Funny,Action,Puzzle,Difficult,Split Screen,Open World"
2017,"Portal Knights",374040,"Portal_Knights","https://store.steampowered.com/app/374040/Portal_Knights/","Adventure,Open World,Sandbox,Multiplayer,Building,RPG,Crafting,Survival,Co-op,Action,Exploration,Singleplayer,Early Access,Fantasy,Voxel,MMORPG,Casual,Cute,Dungeon Crawler,Third Person"
