Year,Game,Review
2017,Super Mario Odyssey,"The best entry to the best platforming series is so ridiculously huge it¡¦s like a theme park made of theme parks. It¡¦s a wonderful tribute to Super Mario 64, but it¡¦s not a lazy homage. Super Mario Odyssey draws inspiration from the superb classic to top it and everything that came after it. [13/2017, p.38]"
2017,Super Mario Odyssey,"Probably the best Mario game and one of the best games of this year. Pure, uncompromised entertainment with lots of fresh ideas and worlds that are a pleasure to discover. [Issue#280]"
2017,Super Mario Odyssey,"An incredibly playful platform game full of amazing ideas, which almost don_t repeat. If you are a fan of platformers, you should try Mario ¡V you will not find such original gameplay and the transformations of one genre anywhere else."
2017,Super Mario Odyssey,"Mario easily jumps high above all expectations. Even if you think that Super Mario Odyssey is not for you, you'll be shouting out ""YAHOO!"" like a kid once Cappy is done with you."
2017,Super Mario Odyssey,"Mario¡¦s first Switch outing is not only one of the best releases in an unusually brilliant year, but arguably one of Nintendo¡¦s greatest gaming achievements ever. With refreshingly varied kingdom designs that offer a playful mix of the old and the new, Super Mario Odyssey is a game where you never really know what to expect next. We could tell you more about the individual moments that make this game such a magical experience, but honestly, to reveal too many of its secrets would simply spoil the fun."
2017,Super Mario Odyssey,"Super Mario Odyssey is a phenomenal return for Nintendo¡¦s mustachioed mascot, and (whisper it) the worthy successor to Super Mario 64 that fans have been longing for."
2017,Super Mario Odyssey,"Updated for a new generation, yet full of old school charm and nostalgia for long time Mario fans. Super Mario Odyssey is simply one of the most joyous games of all time."
2017,Super Mario Odyssey,Super Mario Odyssey is a pure expression of joy and fun that never ceases to amaze or delight.
2017,Super Mario Odyssey,"Super Mario Odyssey is an innovative masterpiece that takes an already creative series to the next level, demonstrating that there is no limit to the adventures that can be had in games or the ways they can be played."
2017,Super Mario Odyssey,Super Mario Odyssey is a treat that needs to be experienced by everyone who has a Switch. The attention to detail mixed with a host of expansive content and enjoyable gameplay will have you coming back for more.
2017,Super Mario Odyssey,"We don't give out tens lightly, but we have to ask, what more could we have wanted from this game? What could it have offered that would have made it better? The answer is not much. Playing Super Mario Odyssey is to experience pure joy. We couldn't wish for anything more than that from this series or from Nintendo. [Issue#193, p.64]"
2017,Super Mario Odyssey,"Super Mario Odyssey is essential gaming. It¡¦s a sanguine throwback, a jewel of gaming fundamentals distilled to its core, constructed with the building materials of fun and surprise. Predictability and reason have no place on this journey¡Xbut the kid in all of us will surely take the helm, a smile on his face."
2017,Super Mario Odyssey,"Super Mario Odyssey is a bold re-introduction to 3D Mario and one that is flat-out mandatory in 2017. The game is not the challenging, rigorous exercise found in the series¡¦ past so much as a deep dive into abject fun originality. Placing creativity and wonder above all else, Super Mario Odyssey is Nintendo¡¦s equivalent of a Pixar movie: magical, creative, and captivating, no matter what age you are."
2017,Super Mario Odyssey,"Super Mario Odyssey embraces its heritage at every turn, and the payoff isn¡¦t merely a warm feeling of nostalgia at the fan service, but a reworking of the old with the new to produce something completely unique. Previous games have brief moments of wonder and charm, but they do not come close to the emotional gratification of Odyssey. Near-flawless controls, amazing worlds, a phenomenal new special ability, and a sense of freedom that¡¦s not been seen in any previous game all add up to something special. This is another Mario game that will be remembered for ages to come."
2017,Super Mario Odyssey,"Super Mario Odyssey¡¦s unabashed sense of whimsy and charm is all too welcome in today¡¦s modern video game climate. Whereas other titles feel the need to overbear you with endless things to do, people to kill and towers to climb, Mario¡¦s latest globe-trotting adventure is all too happy to keep things simple ¡X and in the most imaginative way possible. Super Mario Odyssey is the type of game that I¡¦d probably have taken for granted as a kid, but as an adult, I¡¦ll cherish it for decades."
2017,Super Mario Odyssey,"It¡¦s adorable, heartwarming, comforting, and just an absolute joy to play. Super Mario Odyssey sees the series return to the collect-a-thon/3D platformer genre that it, itself pioneered, and once again, Mario is setting the flag up high for others to follow."
2017,Super Mario Odyssey,"Mario Odyssey is an inventive, playful and incredibly polished experience that pays constant homage to the storied series' past while never feeling redundant or old. From the creative way classic characters and styles of play are inserted into the worlds to the brand new capture mechanic that gives a new perspective on what an open-world Mario game can be, this is a timeless journey I'll keep coming back to for a long time."
2017,Super Mario Odyssey,"Not only does Super Mario Odyssey celebrate the history of Mario over his 30 years with nostalgic treats, but it embodies the delight of discovery that comes with the openness of a sandbox Mario title, pushing it forward with Nintendo¡¦s creativity to think up thrilling platforming scenarios. Nintendo has delivered a superb game that wants to take players on a trip through its bizarre and wonderful landscapes without restrictions, something that has been absent for too long in modern platform games."
2017,Super Mario Odyssey,"This latest entry to Mario certainly helps prove that single player experiences still have a place in an industry where games as a service seems to be the norm. I managed complete the game in about 20-30 hours, a robust post-game will keep the me coming back for more. Coupled with Legend of Zelda Breath of the Wild, it looks like Nintendo will need to clear some shelf space when end of the year awards are named by the gaming press. If you don¡¦t have a Switch, I¡¦d encourage you to get one immediately before the holiday rush begins. This is an experience you should not sit on."
2017,Super Mario Odyssey,"Simply put, Super Mario Odyssey is the best game of 2017, and one of the greatest games of all time. Nintendo is on a roll. Long live the King."
2017,Super Mario Odyssey,"In my eyes, Nintendo has created the Magnum Opus of 3D Sandbox Open-World Platforming with this game. From start to finish, this game oozes with fun, great gameplay, amazing worlds and vistas and absolutely phenomenal music. The fact you have to use motion controls in order to get the full use of Cappy is weird but that's the only bad thing I can say about this game. Nintendo is spoiling us this year."
2017,Super Mario Odyssey,"Mario has over thirty years of history behind him and yet Odyssey manages to mix those feelings of old titles with new ideas for a fresh take on a genre everyone is familiar with. Whether in it for a simple fun time or looking to play Odyssey to completion, there¡¦s tons to be enjoyed by every player that will keep pulling them back for more. Mario¡¦s trip across the world is one of pure, simple joy that simply shouldn¡¦t be missed. Super Mario Odyssey is nothing short of a love story to the series as a whole and a title no Switch owner should be without."
2017,Super Mario Odyssey,"Super Mario Odyssey is the culmination of years of experience from Nitendo's developers. It seems like everything great from past games has found its place in this adventure. All the exploration and its marvels are back, combined with great platforming and surprises. Also, Super Mario Odyssey is a game that really pushes the Switch's capabilities... and you can play on the go and get some Power Moons anywhere, anytime."
2017,Super Mario Odyssey,"Mario jumps 30 years in time, and it's one of the biggest jumps ever made, not only in the Super Mario franchise, but in the history of Nintendo. Odyssey is evolution, talent and a non-stop enjoyment. A game that marks a new hit in the platforms game genre and that justifies going to the shop to buy a Nintendo Switch."
2017,Super Mario Odyssey,"Wild, Weird, and packed full of imagination, Super Mario Odyssey is the first platform exclusive that every Switch owner needs to own."
2017,Super Mario Odyssey,"Nintendo proves once again why it is the very best at what it does, with the Super Mario game players have waited 15 years for. Rooted in an wonderfully absurd design idea, Odyssey is a glorious and jubilant adventure for all that, like its plump hero, revels in the freedom to explore, experiment and play."
2017,Super Mario Odyssey,Super Mario Odyssey is one of the best experiences this year with its great gameplay and huge amount of content with a lot of different ideas. Definitely will be one of the games nominated for game of the year
