Year,Game,Review
2011,Batman: Arkham City,"A Batman game like never before. Fans will feel like they're dreaming, whereas everyone else has an incredibly large and in-depth world to enjoy and engage with. It doesn't get much better. [Issue#78, p.80]"
2011,Batman: Arkham City,"Arkham City is not just one of the best games of the year, but also one of the greatest comic book games of all time!"
2011,Batman: Arkham City,"Rocksteady Studios has done it again. It may not be perfect, but it has taken it's predecessor's place as the best superhero game of all time. One of the best that this year has to offer."
2011,Batman: Arkham City,"Arkham City, on the other hand, is a game about saving a city, Gotham City, and the experience is all the better for it."
2011,Batman: Arkham City,"Believe the hype. Arkham City is one of the most important games made for this generation and it's also a masterclass in design, execution and treatment."
2011,Batman: Arkham City,"Arkham City easily beat its predecessor Arkham Asylum in every possible way. It's a must-have and a serious contender for the ""Game of the Year"" title."
2011,Batman: Arkham City,"Arkham City is huge, filled with secrets, and if you're a big Batman fan you'll love all the appearances tossed in, both for the good and bad guys. The addition of a New Game Plus mode also provides an astounding amount of replay value, and if you're any kind of completionist, you'll spend dozens of hours exploring the city for every little secret it contains. It's easily one of the best titles I've played all year."
2011,Batman: Arkham City,"Batman: Arkham City is a rare treat, much like its predecessor. Not only is it a great licensed game, it is quite possibly the best superhero game ever made."
2011,Batman: Arkham City,"With one of the best open worlds in any game and an immaculate mix of great side missions, tons of content and a fantastic atmosphere, Batman: Arkham City stands among the greatest action experiences in recent times."
2011,Batman: Arkham City,"A week after beating the main campaign (at which point, we dove right back to side missions), its final image is lodged in our heads. And that's okay, because every time we think of Arkham City, we smile."
2011,Batman: Arkham City,"Arkham City is stuffed to the edge of the disc with content and replay value (in addition to the gigantic campaign there's an expanded Challenge Mode and New Game Plus), is incredible amounts of fun, is polished to perfection, has had real love poured into every aspect, and most importantly, it makes you feel like Batman."
2011,Batman: Arkham City,"There's a real sense of progression to Arkham City in its gameplay, in its story, in the variety of its missions (the abundance of open world side-quests will keep you busy for a long, long time), and in the evolution of its pointy-eared protagonist, that really deserves to be commended."
