Year,Game,Review
2008,Fallout 3,"Heck, it might just be the best console RPG of all time. It's deep, complex and tremendously addictive. From the amazing character development system to the engaging and satisfying combat, Fallout 3 has everything you could want in an RPG experience."
2008,Fallout 3,"That¡¦s the beauty of survival, and this world of fallout: It feeds on adventure and breathes in freedom, yet it dreams of order and the safety of the Vault. I can describe it, explain it, tell it in finely chosen words, but I can never make you fully understand for as long as you sit and listen. But even if I die, I do not worry. There will come a time when you will seize that lever and open that metal door, and it is then I will return. And the Wasteland will greet you, the birth of a legend."
2008,Fallout 3,"The ironically devastated world of Fallout has never been better realized than in Fallout 3, offering a vast landscape that is almost relentlessly bleak in its hopelessness. It's absorbing, immersive, paradoxically beautiful, and kind of depressing to play over long periods of time."
2008,Fallout 3,"Fallout 3 will probably end up being one of the best games of 2008 and, in it's one unique way, a worthy sequel in the Fallout series. Bethesda takes essential gameplay elements from the original Fallout games and gives these elements a new twist. The Fallout 3 gameplay is perfectly executed and Capital Wasteland offers a fantastic world in which you'll find plenty to discover, even after spending dozens of hours in this world. Gamers, hide in your bombshelter and don't resurface before you've played Fallout 3."
2008,Fallout 3,"Vast, epic, engaging, absorbing, terrifying, horrific, amusing and thoroughly brilliant. Fallout 3 is easily one of the best games ever made and one that deserves and needs to be played."
2008,Fallout 3,"A massive, enthralling achievement."
2008,Fallout 3,"The main quest is an enthralling tale that will thrust you into the battlefield of D.C., side-by-side with the Brotherhood of Steel, face to face with the illustrious DJ of Galaxy News Radio (my favorite station of the wastes), and aboard a reclaimed aircraft carrier. It¡¦s an epic journey, but when it¡¦s done, it¡¦s done. The only option after that is to start all over again with a brand new face. No complaints here."
2008,Fallout 3,"Not only will you be glued to the game right up to the end, you'll go right back and play it through again just to see what consequences different choices will produce. Fallout 3 is a technical triumph, but more importantly, it's a beautiful piece of design, exploring the well-trodden video game ground of good vs. evil better than any other game to date."
2008,Fallout 3,"Though it doesn't do anything particularly revolutionary, the level of artistry is so far beyond anything we've played recently that it almost doesn't need to. Standing uniquely in the busy Christmas schedule and indeed within 2008 as a whole, Fallout 3 is an experience to savour."
2008,Fallout 3,"By turns spectacular, exhilarating, disturbing, moving, frightening, relaxing, idling and life-consuming, Fallout 3 is one vision of the end of times that gets better with every minute. This is epic gaming and if this is what the Apocalypse is all about then you can sign me up."
2008,Fallout 3,"If you¡¦re not exploring the wasteland then you¡¦re cheating yourself out of one of the best games in years. [Christmas 2008, p.94]"
