"publisher","score","review"
"Quarter to Three","100","No multiplayer game so cannily captures a feeling of cat and mouse, and relies so completely on tension and suspense instead of yet more thrills. To call this multiplayer unique doesn't do it justice. If you care about new experiences in videogames, if you want to see how games can explore 3D spaces without resorting to shooting stuff or breaking things, you owe it to yourself to try Assassin's Creed multiplayer."
"Gamestyle","100","Quite simply, one of the greatest stories of this gaming generation has just released its greatest chapter."
"Digital Spy","100","With a campaign offering anything up to 70 hours worth of gameplay, not to mention a comprehensive multiplayer mode, Assassin's Creed 3 is one of the most complete action-adventure games we've ever played. Connor is a wonderful character and the perfect centerpiece for a riveting story that spans hundreds of years when you factor Desmond into the equation."
"Hardcore Gamer","100","Assassin's Creed III is a beautiful, sprawling adventure that proves to be one of the most, if not the most, ambitious titles ever created. Just when you think you have it figured out, an entirely new element is introduced that enriches it further, rendering it one of the least repetitive experiences to be had with a controller."
"The Escapist","100","Assassin's Creed III lets you jump into an intriguing point in history, and it succeeds on nearly every level with nimble combat, fun diversions and the chance to captain your own ship. Connor might not be an altogether likeable hero, but the New World he's fighting to protect is one you won't forget."
"G4 TV","100","There is so much story, so much multiplayer, and so much stuff to do that your average 10 hour game should be terribly ashamed of itself. In this economy, you can't do better than Assassins Creed III."
"AusGamers","97","I never used to get chills playing a videogame, not the way I would watching some epic movie scenes or reading an incredibly engaging book. That has changed in the last few months and this game has set the benchmark."
"EGM","95","From new game play elements like the naval battles, the expansive frontier, new multiplayer modes, and the smoothest combat to date, any fan of the franchise will not be able to put this down and newcomers will be awe-inspired by the world laid out before them."
"Game Informer","95","An overwhelming experience in its own right, Assassin's Creed III is the crown jewel on an already excellent series, and it sets the mind reeling about the potential for where the story goes from here."
"Xbox Achievements","92","Assassin's Creed III is a fantastic game that's marred only by a glacial few opening hours, a surfeit of history and exposition, and the odd glitch. That aside, ACIII is a triumph and the perfect way to say hello to Connor."
"GameTrailers","92","While it's a little slow to get going, Assassin's Creed III is a rewarding, elegant game on many levels. It understands that everyone plays open-world games differently, and provides plenty of incentive for players to tackle its quandaries how they see fit. The sheer variety, overall quality, brisk pacing, massive amount of content, and satisfying story make it easy to forget its few rough spots. Heady and well-informed, Assassin's Creed III is the polar opposite of a guilty pleasure."
"Xbox World Australia","90","Assassin's Creed III is a pretty damn fine game. It loses none of what makes the series fun with the translation to another time and continent, and creates a whole new set of experiences which define the franchise. The biggest issue, if there is one, are the small technical issues, but these niggling technical issues only seem worse because everything else is such a great experience."
"X-ONE Magazine UK","90","Like any game of such scope, not every part of it is perfect. Yet, taken as a whole, there is very little that can compete with its wonderful, lavish, historical playground. [Issue#91, p.22]"
"D+PAD Magazine","90","Thus, as an Assassin's Creed game AC3 is the most ambitious yet the most refined yet; it is almost unmatched in density of content and unique in setting."
"Eurogamer Portugal","90","Assassin's Creed 3 is a massive game and also the best game in the series to date."
"Eurogamer Spain","90","One of the best games in this franchise and a great source for many hours of fun."
"Planet Xbox 360","90","Though Assassin's Creed III isn't quite the perfect killing machine, it's a damn good one, and a game that definitely lives up to the hype."
"Metro GameCentral","90","A hugely successful sequel, that's as surefooted as its hero when it comes to handling its enormous scale and near endless range of features."
"Eurogamer Italy","90","Assassin's Creed III is a huge game. The new gameplay mechanics created by Ubisoft are mostly a success, granting tons of fun with the most complete chapter of this popular franchise. A few technical problems and scattered issues are simply not enough to ruin this great experience."
"MondoXbox","90","AC III successfully fulfills fans' expectations, satisfyingly bringing to and end the main plots open in the previous games and introducing some spectacular news over an already rich play offering. We would have liked a less rushed storytelling on Desmond's side with more action missions, while the historic setting could prove to be not as charming for European gamers; it's however a great new episode in Ubisoft's series and a sure must buy."
"GameWatcher","90","Connor's adventure is an excellent one. His story is methodical and meticulous, much like the land his people inhabit. A slow build-up may deter players, but plenty of memorable moments are worth sticking around for. The game is so rich with content and minor activities that it's almost impossible to tackle it all."
"SpazioGames","90","Assassin's Creed III is an amazing game, period. Tons of stuff to do, tons of animals to hunt, the magnificence of the Frontier and the pleasure to sail and be a privateer makes this game the best of the series so far."
"Gameblog.fr","90","Assassin's Creed III might not be as revolutionary in itself as the historical period it covers, and it still has some shortcomings that may annoy old timers of the series and newcomers alike, but its generosity, the unbelievably high quality of its writing, particularly the character of Connor, the political and societal questions it weaves into its Templar / Assassins storyline, and the overall generosity of its content more than make up for it. It may feel constricted inside our current hardware, but manages nonetheless to push back its limits, combining the proven formula with new gorgeous elements both in the solo and multiplayer aspects."
"Eurogamer","90","The biggest and richest Assassin's Creed game to date - maybe not the best, but a place where, for want of a better expression, everything is permitted."
"Games Master UK","88","A marvellous return, but a few quibbles hold it back from being the new pinnacle of the series.  [Christmas 2012, p.78]"
"Pelit (Finland)","88","Assassin's Creed III is definitely a step backwards for the excellent and popular series. The main plot is decent and the assassination action itself good as always, but the main character is totally uncharismatic and the gameplay a dull repetition of old rotes. The game world is indeed huge, but sadly it's filled with uninspiring busywork like trade caravans and a pointless crafting system. Assassin's Creed III is still a very good game, but disappointing as it could have been so much more. [Nov 2012]"
"Digital Chumps","88","Ubisoft continues its upward trend with its golden goose of a series. It brings a deeper amount of gameplay, story and enjoyment to the mix with Assassin's Creed III. It's certainly not perfect, but it's good enough to be considered for 'Game of the Year'."
"Console Monster","85","Overall, Assassin's Creed III is an excellent addition to the series. While there a number of bugs and the protagonist isn't someone players will feel particularly attached to, the lengthy campaign, the range of objectives and the well thought out multiplayer ensure there is plenty of replayability to keep gamers occupied. This is a title that should be on every Christmas list."
"COGconnected","85","Surprisingly there are graphical issues that are very noticeable and I really thought that there were some gameplay missteps that could use some retooling in the future; however, in the end this is another great addition to the Assassin's Creed series."
"Gamer Limit","85","It's a great AC experience for sure, but it doesn't really offer anything you haven't seen before (outside of the fantastic multiplayer component). Likewise, it won't entice any non-fans, which is a shame - this would have been the perfect opportunity to do it."
"ActionTrip","85","The only real problem (apart from the weak main character) in Assassin's Creed 3 is that there are so many things to do, but very few feel satisfying. There's a whole range of side-missions and challenges on offer, but at the end of the day completing them doesn't bring anything truly useful to the player."
"NZGamer","85","It's a flawed gem, but still well worth a look."
"GRYOnline.pl","85","Assassin's Creed III is a really good AAA game that sucks you in after a brief contact. Unfortunately there are some things missing, and minor flaws can be observed, and those things prevent me from considering Ubisoft's new game as something truly extraordinary. It has everything a game from this series should have, but after watching the end credits there's a feeling that something is lacking. Assassin's Creed III isn't such a big step forward, as AC II was for the original game. In sum: it's very good, but it could be better."
"Machinima","85","There's a certain amount of diminishing returns on the mechanical evolutions made but the fresh, authentic setting along with a brand new protagonist go along way in rekindling the fire."
"IGN","85","Not everything about the game gels together convincingly and the missions' unnecessary prescriptiveness sometimes undermines the sense of freedom that the rest of the game works so hard to create. But it achieves so much that you can't help but respect it; no other open-world game has ever given us a setting that's as impressive to observe or as full of things to do as this."
"Official Xbox Magazine","85","Bottom line: does the game live up to AC II? Well, no. Ezio's grand introduction is pretty damn hard to top, at least in terms of story content and franchise innovation. But that doesn't invalidate Connor's journey by any means. Assassin's Creed III's newly refined gameplay and incredibly rich setting are captivating stuff, and we're excited to see what adventures lie ahead for our new hero."
"GameSpot","85","Other games stimulate emotion with manipulative music and teary monologues; Assassin's Creed III rouses your mind and your heart by giving you a glimpse into its characters' souls and letting you judge them on their own merits."
"LEVEL (Czech Republic)","80","Open-world history lesson – this is the area where new Assassin excels. But embrace yourself to a long survival and linear game opening. [Dec 2012]"
"Giant Bomb","80","Assassin's Creed III's methodical world-building and wealth of clever gameplay systems are impressive, even if they don't always confidently click together with all the other moving parts."
"Telegraph","80","If you're willing to go off and do the optional activities, then Assassin's Creed III's single player really shines, and there's just so much content here that even despite the negatives, it's well worth your time. Couple that with another consistently excellent multiplayer component and you're left with a game that may leave you frowning on occasion, but nonetheless one that still has a lot of fun on offer."
"Guardian","80","It's possible to lose days in Assassin's Creed 3, although if players stick doggedly to the campaign, they'll clock in about 20 hours. On top of that, there's a multiplayer – and for a game where the focus for most of the fanbase will be the single-player, this one's actually rather good."
"Eurogamer Germany","80","Assassin's Creed 3 is a fitting end for the series and - to an extent - this generation of consoles as a whole. The characters and story are the strongest yet, but at the same time the game comes with all of the franchise's well-known strengths and weaknesses. So, even though this might just be the perfect finale, the next generation of assassins definitely will have to be more willing to refine the series' systems from the ground up. Then we'll happily listen to their brilliant stories some more."
"IncGamers","80","It's not easy to identify with specific characters as a result, meaning (despite their historical origins) they can feel throwaway because they don't stick around long enough to grab your attention and tickle your curiosity. That's not to say they're poorly written, there are just too many to make things feel cohesive. I guess what I'm trying to say is that sequences in Assassin's Creed 3 tend to feel like episodes of a TV show, rather scenes from a movie."
"4Players.de","80","The narrative mix of historical facts and fictitious involvement of the main characters is more believable than ever. The new engine has its flaws but paints beautiful vistas while presenting more detailed characters than its predecessors. But even though this is a package loaded with content, it is far from perfect and lacks connection between all the interesting ideas."
"Edge Magazine","80","This sense of restrictiveness filters through to ACIII's mission design. There are surprisingly few assassinations here, and relatively little freedom to plan an approach to them. It's mostly eavesdropping, tailing, chase sequences and battle scenes."
"Polygon","80","Assassin's Creed 3 has a host of issues that pop up throughout the game, issues which by themselves have been enough to drag other titles under. But there's so much good in Assassin's Creed 3, it's so ambitious, so singular, that I can't stop thinking about it, and what's more, Ubisoft may have finally cracked the riddle of inventive multiplayer that doesn't rely on a large playerbase to enjoy."
"Official Xbox Magazine UK","80","The strongest aspect of ACIII is the more mature moral tone."
"Gamereactor Sweden","80","Not the masterpiece we were waiting for, but still an impressive action game with superb art direction."
"GamesBeat","79","Assassin's Creed III capitalizes on its historical setting in ways few other games do, hitting several perfect notes and even throwing the best curveball in recent memory. As a crescendo piece, it misses the mark completely. Occasionally iffy controls and a few mystifying design choices also knock down an otherwise solid effort."
